DATA,CODICE_REGIONE,RICOVERATI_CON_SINTOMI,TERAPIA_INTENSIVA,TOTALE_OSPEDALIZZATI,ISOLAMENTO_DOMICILIARE,DIMESSI_GUARITI,DECEDUTI,TAMPONI,LUOGHI_LAVORO,LUOGHI_RESIDENZIALI,TRASPORTO_PUBBLICO,ALIMENTARI_FARMACIE,VENDITA_E_ATTIVITA_RICREATIVE
2020-04-05 00:00:00,2,96,23,119,457,115,91,2390,-64,,-86,-87,-96
2020-04-06 00:00:00,2,109,21,130,437,142,96,2590,-65,30,-77,-42,-87
2020-04-07 00:00:00,2,118,17,135,458,142,100,2754,-66,31,-75,-42,-88
2020-04-08 00:00:00,2,120,20,140,466,142,102,2953,-64,30,-72,-44,-88
2020-04-09 00:00:00,2,118,18,136,473,154,105,3142,-66,32,-74,-39,-87
2020-04-10 00:00:00,2,131,16,147,455,170,107,3328,-66,34,-74,-37,-88
2020-04-11 00:00:00,2,118,17,135,455,205,107,3464,-61,,-81,-49,-91
2020-04-12 00:00:00,2,109,16,125,463,221,112,3510,-65,,-86,-92,-96
2020-04-13 00:00:00,2,109,15,124,458,230,115,3614,-85,,-86,-84,-95
2020-04-14 00:00:00,2,112,14,126,433,270,118,3726,-62,29,-72,-42,-86
2020-04-15 00:00:00,2,112,11,123,425,289,121,3894,-62,29,-71,-41,-86
2020-04-16 00:00:00,2,105,12,117,401,331,122,4159,-61,30,-72,-41,-86
2020-04-17 00:00:00,2,108,9,117,374,379,123,4366,-61,32,-73,-40,-86
2020-04-18 00:00:00,2,107,10,117,432,400,124,4521,-58,,-80,-56,-91
2020-04-19 00:00:00,2,102,10,112,450,401,125,4677,-63,,-87,-86,-95
2020-04-20 00:00:00,2,102,8,110,438,413,127,4799,-60,28,-72,-47,-84
2020-04-21 00:00:00,2,99,8,107,415,445,126,4911,-60,30,-74,-48,-86
2020-04-22 00:00:00,2,92,8,100,401,467,127,5024,-58,27,-67,-47,-85
2020-04-23 00:00:00,2,91,9,100,363,506,127,5227,-60,29,-69,-44,-85
2020-04-24 00:00:00,2,88,7,95,259,617,129,5262,-59,30,-69,-42,-84
2020-04-25 00:00:00,2,83,6,89,224,657,130,5966,-62,,-81,-66,-93
2020-04-26 00:00:00,2,82,7,89,165,721,131,6135,-59,,-84,-83,-95
2020-04-27 00:00:00,2,86,7,93,142,743,133,6551,-57,26,-66,-41,-81
2020-04-28 00:00:00,2,81,5,86,123,775,135,6897,-58,26,-71,-44,-84
2020-04-29 00:00:00,2,78,5,83,52,852,137,7181,-56,26,-63,-43,-83
2020-04-30 00:00:00,2,76,4,80,9,902,137,7631,-58,28,-70,-36,-82
2020-05-01 00:00:00,2,72,3,75,17,904,137,7769,-81,,-84,-75,-93
2020-05-02 00:00:00,2,70,3,73,25,901,137,7951,-55,,-79,-51,-89
2020-05-03 00:00:00,2,74,2,76,33,895,138,8100,-55,,-82,-81,-94
2020-02-25 00:00:00,16,0,0,0,0,0,0,0,-15,2,-2,4,2
2020-02-26 00:00:00,16,0,0,0,0,0,0,0,-5,2,-10,0,-7
2020-02-27 00:00:00,16,1,0,1,0,0,0,0,-4,3,-13,2,-8
2020-02-28 00:00:00,16,1,0,1,2,0,0,242,-3,3,-16,-1,-9
2020-02-29 00:00:00,16,1,0,1,2,0,0,252,-2,2,-10,2,-4
2020-03-01 00:00:00,16,1,0,1,2,0,0,262,-3,2,-11,1,-5
2020-03-02 00:00:00,16,2,0,2,2,0,0,278,0,1,-9,3,-3
2020-03-03 00:00:00,16,2,0,2,4,0,0,298,-1,2,-10,0,-4
2020-03-04 00:00:00,16,4,0,4,3,1,1,322,0,1,-11,5,-3
2020-03-05 00:00:00,16,5,1,6,6,1,1,359,-16,5,-21,6,-5
2020-03-06 00:00:00,16,5,1,6,9,1,1,395,-17,7,-29,2,-13
2020-03-07 00:00:00,16,9,2,11,12,1,2,395,-18,8,-34,4,-22
2020-03-08 00:00:00,16,17,3,20,16,1,3,627,-11,8,-36,3,-32
2020-03-09 00:00:00,16,20,6,26,20,1,3,685,-23,9,-39,4,-24
2020-03-10 00:00:00,16,28,6,34,21,1,3,747,-31,14,-50,1,-41
2020-03-11 00:00:00,16,38,4,42,29,1,5,909,-36,16,-58,-15,-50
2020-03-12 00:00:00,16,58,2,60,38,1,5,1269,-47,21,-67,-26,-66
2020-03-13 00:00:00,16,77,2,79,42,3,5,1449,-52,24,-72,-31,-70
2020-03-14 00:00:00,16,91,6,97,59,2,8,1681,-56,24,-76,-38,-78
2020-03-15 00:00:00,16,116,6,122,90,2,16,2017,-58,23,-82,-62,-90
2020-03-16 00:00:00,16,116,6,122,90,2,16,2017,-56,24,-78,-38,-72
2020-03-17 00:00:00,16,155,14,169,151,2,18,3077,-59,26,-78,-44,-75
2020-03-18 00:00:00,16,156,30,186,176,2,19,3433,-60,26,-79,-44,-75
2020-03-19 00:00:00,16,173,31,204,245,4,25,4046,-61,27,-80,-46,-76
2020-03-20 00:00:00,16,191,31,222,329,4,26,4789,-61,28,-80,-42,-76
2020-03-21 00:00:00,16,209,33,242,400,4,29,5617,-61,27,-82,-47,-81
2020-03-22 00:00:00,16,252,37,289,459,7,31,6160,-65,25,-87,-87,-94
2020-03-23 00:00:00,16,285,45,330,532,7,37,6761,-65,28,-83,-46,-77
2020-03-24 00:00:00,16,317,57,374,566,21,44,7345,-67,29,-82,-50,-79
2020-03-25 00:00:00,16,349,64,413,610,22,48,8223,-67,30,-83,-52,-80
2020-03-26 00:00:00,16,480,76,556,539,22,65,9191,-69,31,-84,-55,-82
2020-03-27 00:00:00,16,530,82,612,624,29,69,10233,-67,31,-83,-44,-78
2020-03-28 00:00:00,16,563,98,661,697,29,71,11500,-64,28,-84,-48,-82
2020-03-29 00:00:00,16,559,99,658,774,31,86,12361,-64,25,-88,-85,-94
2020-03-30 00:00:00,16,590,106,696,889,36,91,13117,-65,27,-82,-47,-78
2020-03-31 00:00:00,16,609,105,714,940,39,110,14073,-66,28,-80,-44,-90
2020-04-01 00:00:00,16,637,107,744,1012,61,129,15209,-67,29,-81,-45,-90
2020-04-02 00:00:00,16,645,118,763,1101,69,144,16554,-66,29,-80,-41,-89
2020-04-03 00:00:00,16,648,123,771,1178,69,164,17924,-65,30,-82,-38,-82
2020-04-04 00:00:00,16,627,153,780,1193,94,173,18977,-62,27,-82,-43,-85
2020-04-05 00:00:00,16,574,159,733,1289,113,182,20080,-63,25,-88,-81,-94
2020-04-06 00:00:00,16,625,97,722,1393,134,195,22059,-63,27,-81,-43,-81
2020-04-07 00:00:00,16,615,93,708,1429,168,209,23149,-64,27,-80,-40,-79
2020-04-08 00:00:00,16,639,90,729,1509,177,219,24493,-64,27,-80,-38,-79
2020-04-09 00:00:00,16,630,86,716,1585,190,225,26088,-64,27,-80,-34,-78
2020-04-10 00:00:00,16,631,80,711,1625,235,238,27812,-64,28,-81,-28,-77
2020-04-11 00:00:00,16,627,73,700,1702,249,253,29463,-61,26,-81,-40,-82
2020-04-12 00:00:00,16,609,71,680,1772,277,260,30973,-68,26,-90,-92,-96
2020-04-13 00:00:00,16,600,71,671,1841,286,267,31922,-88,36,-93,-95,-95
2020-04-14 00:00:00,16,611,62,673,1879,288,278,33071,-63,27,-80,-44,-80
2020-04-15 00:00:00,16,592,73,665,1908,323,288,34518,-62,27,-79,-40,-78
2020-04-16 00:00:00,16,603,58,661,1964,334,299,36158,-61,27,-79,-39,-77
2020-04-17 00:00:00,16,590,62,652,2004,364,307,38278,-60,27,-80,-35,-76
2020-04-18 00:00:00,16,594,60,654,2040,401,314,40423,-57,25,-80,-43,-81
2020-04-19 00:00:00,16,590,60,650,2136,427,316,42598,-58,23,-87,-81,-93
2020-04-20 00:00:00,16,584,66,650,2160,431,326,44189,-59,26,-80,-47,-76
2020-04-16 00:00:00,20,109,24,133,732,214,85,12796,-58,26,-70,-39,-78
2020-04-17 00:00:00,20,113,23,136,736,220,86,13304,-57,26,-70,-35,-78
2020-04-18 00:00:00,20,112,23,135,746,231,86,14087,-54,24,-73,-46,-84
2020-04-19 00:00:00,20,117,22,139,725,265,86,14859,-52,22,-82,-93,-94
2020-04-20 00:00:00,20,115,21,136,718,288,86,15328,-58,25,-74,-51,-80
2020-04-21 00:00:00,20,112,21,133,704,306,93,15886,-58,25,-73,-47,-80
2020-04-22 00:00:00,20,97,20,117,716,318,96,16886,-57,25,-71,-48,-80
2020-04-23 00:00:00,20,90,20,110,707,339,98,17844,-56,25,-70,-43,-78
2020-04-24 00:00:00,20,95,19,114,690,351,102,19889,-55,24,-67,-26,-75
2020-04-25 00:00:00,20,96,18,114,680,374,103,20351,-69,27,-82,-94,-94
2020-04-26 00:00:00,20,95,20,115,668,388,109,21101,-49,21,-80,-92,-93
2020-04-27 00:00:00,20,97,19,116,660,398,109,21395,-54,22,-67,-33,-72
2020-04-28 00:00:00,20,96,18,114,658,404,109,22116,-54,21,-68,-38,-75
2020-04-29 00:00:00,20,87,17,104,657,413,116,23299,-53,22,-66,-39,-75
2020-04-30 00:00:00,20,87,16,103,641,435,116,24754,-53,22,-65,-26,-72
2020-05-01 00:00:00,20,84,12,96,648,452,117,26242,-80,33,-84,-93,-94
2020-05-02 00:00:00,20,86,13,99,631,466,119,26990,-50,21,-69,-34,-79
2020-05-03 00:00:00,20,92,10,102,587,511,119,27737,-43,20,-77,-90,-93
2020-02-25 00:00:00,19,1,0,1,2,0,0,5,-12,3,-9,8,-1
2020-02-26 00:00:00,19,1,0,1,2,0,0,5,-12,4,-17,-3,-11
2020-02-27 00:00:00,19,1,0,1,1,2,0,5,-8,4,-16,-1,-8
2020-02-28 00:00:00,19,1,0,1,1,2,0,5,-8,4,-19,-2,-8
2020-02-29 00:00:00,19,1,0,1,1,2,0,6,-4,2,-13,-2,-7
2020-03-01 00:00:00,19,1,0,1,6,2,0,291,-2,1,-11,-1,-4
2020-03-02 00:00:00,19,2,0,2,3,2,0,307,-5,2,-13,0,-4
2020-03-03 00:00:00,19,2,0,2,3,2,0,307,0,2,-12,-3,-7
2020-03-04 00:00:00,19,5,0,5,11,2,0,367,-2,2,-13,-1,-8
2020-03-06 00:00:00,22,4,0,4,6,0,0,122,-13,7,-21,-2,-11
2020-03-07 00:00:00,22,6,1,7,7,0,0,194,-8,4,-9,2,-9
2020-03-08 00:00:00,22,7,2,9,14,0,0,228,-8,3,-8,4,-14
2020-03-09 00:00:00,22,10,2,12,21,0,0,267,-18,9,-34,-2,-28
2020-03-10 00:00:00,22,19,3,22,28,2,0,399,-25,13,-41,2,-45
2020-03-11 00:00:00,22,28,4,32,42,3,0,527,-32,16,-47,-16,-55
2020-03-12 00:00:00,22,43,5,48,54,4,1,593,-41,22,-62,-24,-75
2020-03-13 00:00:00,22,58,6,64,93,4,2,846,-49,27,-69,-35,-81
2020-03-14 00:00:00,22,68,12,80,119,5,2,1006,-57,26,-80,-54,-90
2020-03-15 00:00:00,22,73,19,92,275,5,6,1006,-58,23,-80,-72,-92
2020-03-16 00:00:00,22,73,19,92,275,5,6,1006,-58,28,-73,-44,-82
2020-03-17 00:00:00,22,107,22,129,239,10,7,1727,-61,29,-73,-48,-84
2020-03-18 00:00:00,22,141,22,163,273,12,7,2187,-62,30,-74,-51,-85
2020-03-19 00:00:00,22,169,30,199,292,20,12,2203,-63,32,-77,-51,-86
2020-03-20 00:00:00,22,198,34,232,368,29,13,2656,-63,33,-78,-49,-86
2020-03-21 00:00:00,22,233,39,272,448,34,28,2656,-61,26,-80,-60,-90
2020-03-22 00:00:00,22,235,46,281,604,34,35,3050,-65,25,-87,-95,-96
2020-03-23 00:00:00,22,249,46,295,619,68,41,3150,-67,32,-79,-53,-86
2020-03-24 00:00:00,22,308,49,357,618,79,56,3712,-68,33,-77,-55,-87
2020-03-25 00:00:00,22,308,65,373,685,90,74,4114,-69,34,-80,-56,-88
2020-03-26 00:00:00,22,300,66,366,728,117,86,4600,-71,36,-80,-58,-89
2020-03-27 00:00:00,22,341,66,407,757,125,102,4923,-70,37,-81,-54,-88
2020-03-28 00:00:00,22,351,72,423,811,151,120,5561,-63,27,-81,-61,-91
2020-03-29 00:00:00,22,356,75,431,862,172,129,5950,-65,25,-86,-94,-96
2020-03-30 00:00:00,22,353,78,431,926,178,147,6377,-69,33,-82,-58,-87
2020-03-31 00:00:00,22,354,80,434,955,193,164,6973,-69,33,-79,-53,-86
2020-04-01 00:00:00,22,345,76,421,1062,214,173,7675,-68,33,-78,-54,-86
2020-04-02 00:00:00,22,339,78,417,1170,229,187,8496,-68,34,-79,-54,-86
2020-04-03 00:00:00,22,343,80,423,1236,246,204,8993,-67,35,-79,-50,-86
2020-04-04 00:00:00,22,353,81,434,1319,257,210,9863,-61,26,-81,-58,-90
2020-04-05 00:00:00,22,352,80,432,1363,273,217,10476,-64,25,-85,-93,-95
2020-04-06 00:00:00,22,354,79,433,1405,280,230,11130,-65,31,-77,-51,-84
2020-04-07 00:00:00,22,360,78,438,1452,342,244,12030,-66,31,-76,-49,-84
2020-04-08 00:00:00,22,354,77,431,1509,407,255,13258,-65,31,-76,-49,-84
2020-04-09 00:00:00,22,345,69,414,1564,462,268,14338,-66,32,-76,-45,-84
2020-04-10 00:00:00,22,335,70,405,1589,547,275,14981,-67,34,-78,-40,-84
2020-04-11 00:00:00,22,335,62,397,1667,622,284,16646,-59,25,-80,-53,-88
2020-04-12 00:00:00,22,322,61,383,1699,678,293,17797,-65,25,-87,-94,-96
2020-04-13 00:00:00,22,326,56,382,1698,746,300,18586,-89,40,-87,-95,-95
2020-04-14 00:00:00,22,325,54,379,1703,749,310,18774,-62,29,-75,-46,-82
2020-04-15 00:00:00,22,312,48,360,1744,798,318,19535,-61,29,-73,-46,-81
2020-04-16 00:00:00,22,296,43,339,1748,885,322,20773,-60,30,-74,-45,-81
2020-04-17 00:00:00,22,286,44,330,1660,1044,342,21921,-60,31,-74,-44,-81
2020-04-18 00:00:00,22,276,42,318,1667,1098,348,23147,-55,23,-76,-51,-86
2020-04-19 00:00:00,22,278,41,319,1652,1201,360,24388,-59,22,-81,-90,-93
2020-04-20 00:00:00,22,272,40,312,1617,1295,366,26211,-57,27,-74,-49,-80
2020-04-21 00:00:00,22,254,38,292,1617,1329,376,26610,-57,27,-70,-46,-78
2020-04-22 00:00:00,22,245,34,279,1595,1391,381,26674,-56,26,-70,-45,-78
2020-04-23 00:00:00,22,234,29,263,1608,1474,382,28240,-56,27,-70,-42,-77
2020-04-24 00:00:00,22,224,28,252,1575,1560,389,29779,-55,27,-71,-29,-76
2020-04-25 00:00:00,22,202,27,229,1515,1694,400,30661,-65,24,-79,-90,-91
2020-04-26 00:00:00,22,199,24,223,1459,1807,405,32142,-56,21,-78,-88,-90
2020-04-27 00:00:00,22,201,23,224,1483,1881,407,33152,-53,24,-69,-33,-73
2020-04-28 00:00:00,22,182,22,204,1361,2048,412,33839,-53,24,-69,-39,-75
2020-04-29 00:00:00,22,165,22,187,1276,2190,416,35008,-53,25,-68,-39,-75
2020-04-30 00:00:00,22,158,21,179,1191,2328,418,36534,-53,25,-65,-25,-72
2020-05-01 00:00:00,22,146,19,165,1128,2416,423,37838,-84,37,-73,-87,-88
2020-05-02 00:00:00,22,138,19,157,1125,2474,425,39579,-48,19,-62,-35,-76
2020-05-03 00:00:00,22,136,17,153,1094,2571,429,41095,-49,17,-58,-81,-82
2020-02-25 00:00:00,9,2,0,2,0,0,0,296,-1,1,-6,12,0
2020-02-26 00:00:00,9,2,0,2,0,0,0,363,-2,3,-15,-5,-11
2020-02-27 00:00:00,9,2,0,2,0,0,0,410,-1,3,-13,-7,-10
2020-02-28 00:00:00,9,5,0,5,2,1,0,437,0,1,-8,-1,-2
2020-02-29 00:00:00,9,7,0,7,3,1,0,531,1,1,-7,-2,-5
2020-03-01 00:00:00,9,7,0,7,5,1,0,572,-4,6,-30,-11,-22
2020-03-02 00:00:00,9,7,0,7,5,1,0,613,0,3,-14,-6,-11
2020-03-03 00:00:00,9,10,0,10,8,1,0,697,0,2,-14,-3,-7
2020-03-04 00:00:00,9,15,2,17,20,1,0,776,0,1,-11,1,-4
2020-03-05 00:00:00,9,26,3,29,31,1,0,776,-13,7,-26,-1,-14
2020-03-06 00:00:00,9,35,5,40,38,1,0,1097,-14,7,-26,1,-13
2020-03-07 00:00:00,9,54,7,61,51,1,0,1331,-14,6,-23,2,-18
2020-03-08 00:00:00,9,91,7,98,67,1,0,1618,-8,5,-21,-3,-23
2020-03-09 00:00:00,9,107,9,116,90,1,1,2018,-19,10,-38,-1,-28
2020-03-10 00:00:00,9,91,40,131,129,3,1,2573,-27,15,-45,-4,-42
2020-03-11 00:00:00,9,87,54,141,173,5,1,2804,-34,18,-52,-17,-51
2020-03-12 00:00:00,9,100,59,159,193,7,5,3165,-44,25,-64,-24,-70
2020-03-13 00:00:00,9,134,77,211,244,10,5,4049,-50,28,-66,-28,-74
2020-03-14 00:00:00,9,160,87,247,367,10,6,4595,-57,25,-72,-45,-84
2020-03-15 00:00:00,9,175,107,282,481,10,8,5132,-54,23,-78,-64,-90
2020-03-16 00:00:00,9,175,107,282,559,11,14,5910,-53,26,-69,-37,-73
2020-03-17 00:00:00,9,329,143,472,552,12,17,6727,-57,28,-71,-42,-76
2020-03-18 00:00:00,9,427,160,587,704,17,22,7606,-57,29,-72,-44,-77
2020-03-19 00:00:00,9,501,178,679,743,22,38,8873,-59,31,-74,-44,-78
2020-03-20 00:00:00,9,601,189,790,923,33,47,10405,-59,32,-74,-42,-79
2020-03-21 00:00:00,9,664,202,866,1039,35,72,11909,-61,27,-78,-53,-86
2020-03-22 00:00:00,9,706,215,921,1223,42,91,13264,-61,25,-85,-84,-94
2020-03-23 00:00:00,9,838,238,1076,1225,51,109,13851,-65,32,-77,-46,-78
2020-03-24 00:00:00,9,918,244,1162,1357,51,129,15701,-66,33,-77,-48,-80
2020-03-25 00:00:00,9,999,251,1250,1526,54,142,17868,-68,34,-79,-52,-82
2020-03-26 00:00:00,9,1037,259,1296,1677,95,158,20952,-71,37,-81,-53,-84
2020-03-27 00:00:00,9,1053,274,1327,1843,103,177,23746,-70,37,-80,-48,-82
2020-03-28 00:00:00,9,1093,277,1370,2141,108,198,25613,-65,28,-79,-55,-87
2020-03-29 00:00:00,9,1111,275,1386,2400,121,215,27579,-62,25,-85,-84,-94
2020-03-30 00:00:00,9,1116,279,1395,2655,131,231,30099,-67,32,-77,-47,-79
2020-03-31 00:00:00,9,1120,293,1413,2813,138,244,33165,-69,34,-76,-44,-90
2020-04-01 00:00:00,9,1120,297,1417,3015,182,253,36575,-68,34,-74,-41,-90
2020-04-02 00:00:00,9,1135,295,1430,3359,216,268,40724,-68,35,-74,-41,-89
2020-04-03 00:00:00,9,1149,288,1437,3472,300,290,44460,-68,35,-76,-40,-84
2020-04-04 00:00:00,9,1129,286,1415,3639,310,307,47886,-63,28,-77,-49,-89
2020-04-05 00:00:00,9,1111,276,1387,3798,337,325,51006,-61,25,-84,-81,-95
2020-04-06 00:00:00,9,1116,279,1395,3906,350,350,52849,-65,31,-74,-39,-81
2020-04-07 00:00:00,9,1087,263,1350,4077,377,369,56651,-66,32,-74,-40,-81
2020-04-08 00:00:00,9,1066,260,1326,4231,430,392,60985,-65,32,-74,-39,-81
2020-04-09 00:00:00,9,1038,256,1294,4409,441,408,65461,-66,33,-73,-33,-80
2020-04-10 00:00:00,9,1011,256,1267,4555,451,454,72001,-66,34,-73,-29,-80
2020-04-11 00:00:00,9,997,237,1234,4758,499,467,75756,-62,27,-75,-44,-85
2020-04-12 00:00:00,9,983,238,1221,4941,578,495,78640,-66,26,-87,-95,-96
2020-04-13 00:00:00,9,992,225,1217,5040,615,518,80889,-91,41,-89,-95,-96
2020-04-14 00:00:00,9,1002,225,1227,5125,637,538,82269,-64,31,-73,-39,-79
2020-04-15 00:00:00,9,977,216,1193,5224,693,556,86348,-63,32,-72,-39,-79
2020-04-16 00:00:00,9,940,213,1153,5460,745,585,91651,-63,32,-72,-39,-78
2020-04-17 00:00:00,9,898,207,1105,5478,925,602,96231,-62,33,-72,-37,-78
2020-04-18 00:00:00,9,883,198,1081,5389,1149,618,99903,-57,26,-74,-50,-84
2020-04-19 00:00:00,9,852,192,1044,5452,1239,637,103975,-56,24,-83,-81,-93
2020-04-20 00:00:00,9,850,182,1032,5536,1272,667,105857,-61,30,-76,-45,-78
2020-04-21 00:00:00,9,833,171,1004,5618,1295,686,109925,-61,31,-74,-42,-79
2020-04-22 00:00:00,9,820,174,994,5173,1828,705,114100,-60,31,-73,-41,-78
2020-04-23 00:00:00,9,791,168,959,5212,1886,723,118177,-59,31,-70,-37,-77
2020-04-24 00:00:00,9,738,159,897,5236,2002,742,121336,-59,30,-69,-27,-74
2020-04-25 00:00:00,9,687,166,853,5293,2109,760,125495,-74,30,-81,-94,-94
2020-04-26 00:00:00,9,677,158,835,5234,2300,778,127394,-48,22,-78,-61,-90
2020-04-27 00:00:00,9,671,154,825,5158,2401,795,129048,-55,27,-68,-31,-70
2020-04-28 00:00:00,9,619,144,763,5133,2524,811,133617,-58,28,-71,-39,-76
2020-04-29 00:00:00,9,576,139,715,4948,2802,827,137482,-56,29,-69,-35,-74
2020-04-30 00:00:00,9,546,126,672,4912,2926,842,141849,-55,28,-67,-25,-70
2020-05-01 00:00:00,9,520,124,644,4729,3218,854,146456,-87,41,-80,-91,-91
2020-05-02 00:00:00,9,519,118,637,4728,3297,863,148223,-51,23,-63,-36,-75
2020-05-03 00:00:00,9,513,112,625,4703,3363,872,150914,-41,20,-65,-62,-83
2020-02-25 00:00:00,10,0,0,0,0,0,0,8,1,1,1,9,0
2020-02-26 00:00:00,10,0,0,0,0,0,0,8,0,2,-6,-1,-8
2020-02-27 00:00:00,10,0,0,0,0,0,0,8,0,2,-5,0,-5
2020-02-28 00:00:00,10,0,0,0,0,0,0,8,1,0,-1,1,-2
2020-02-29 00:00:00,10,0,0,0,0,0,0,31,1,1,0,2,-3
2020-03-01 00:00:00,10,0,0,0,2,0,0,35,-4,4,-11,-1,-17
2020-03-02 00:00:00,10,0,0,0,2,0,0,35,1,2,-9,-3,-10
2020-03-03 00:00:00,10,1,1,2,6,0,0,45,2,2,-8,0,-6
2020-03-04 00:00:00,10,1,1,2,7,0,0,58,2,2,-4,4,-6
2020-03-05 00:00:00,10,1,1,2,7,0,0,88,-13,6,-14,4,-9
2020-03-06 00:00:00,10,2,2,4,12,0,0,110,-13,7,-19,2,-15
2020-03-07 00:00:00,10,2,2,4,20,0,0,134,-14,7,-17,6,-19
2020-03-08 00:00:00,10,2,2,4,22,0,0,168,-7,6,-6,8,-27
2020-03-09 00:00:00,10,4,2,6,22,0,0,183,-18,9,-25,0,-24
2020-03-10 00:00:00,10,8,2,10,27,0,0,260,-25,14,-36,2,-40
2020-03-11 00:00:00,10,7,5,12,32,2,0,340,-31,17,-40,-16,-50
2020-03-12 00:00:00,10,8,8,16,46,2,0,458,-42,23,-56,-23,-68
2020-03-13 00:00:00,10,11,10,21,52,2,1,576,-47,26,-59,-28,-74
2020-03-14 00:00:00,10,21,11,32,71,3,1,748,-55,25,-68,-41,-83
2020-03-15 00:00:00,10,25,13,38,101,3,1,965,-52,23,-73,-64,-91
2020-03-16 00:00:00,10,30,15,45,114,4,1,1093,-53,26,-65,-38,-74
2020-03-17 00:00:00,10,36,21,57,135,4,1,1323,-56,28,-65,-44,-76
2020-03-18 00:00:00,10,54,21,75,166,4,2,1601,-56,29,-66,-45,-78
2020-03-19 00:00:00,10,69,21,90,238,4,2,1954,-58,30,-68,-46,-79
2020-03-20 00:00:00,10,75,24,99,285,4,7,2303,-58,30,-69,-42,-79
2020-03-21 00:00:00,10,92,29,121,326,5,10,2712,-60,27,-74,-50,-86
2020-03-22 00:00:00,10,97,35,132,368,5,16,3135,-60,25,-81,-91,-95
2020-03-23 00:00:00,10,106,42,148,408,5,16,3561,-64,31,-74,-46,-79
2020-03-24 00:00:00,10,105,43,148,476,5,19,4108,-66,32,-74,-51,-81
2020-03-25 00:00:00,10,123,44,167,519,5,19,4707,-66,33,-73,-53,-82
2020-03-26 00:00:00,10,144,46,190,580,12,20,5428,-68,35,-75,-52,-82
2020-03-27 00:00:00,10,149,46,195,629,39,21,6137,-67,35,-75,-47,-82
2020-03-28 00:00:00,10,159,44,203,695,43,28,7028,-63,29,-76,-53,-87
2020-03-29 00:00:00,10,166,46,212,685,95,31,7685,-61,25,-81,-89,-95
2020-03-30 00:00:00,10,173,47,220,614,184,33,8150,-64,31,-72,-48,-79
2020-03-31 00:00:00,10,176,43,219,632,190,37,8685,-66,32,-71,-43,-91
2020-04-01 00:00:00,10,173,45,218,646,194,37,9080,-65,32,-68,-41,-90
2020-04-02 00:00:00,10,171,47,218,667,205,38,9737,-65,33,-67,-41,-90
2020-04-03 00:00:00,10,165,48,213,707,220,39,10614,-64,33,-70,-38,-84
2020-04-04 00:00:00,10,167,44,211,716,242,41,11809,-60,28,-74,-44,-89
2020-04-05 00:00:00,10,159,45,204,694,298,43,12448,-59,25,-80,-86,-95
2020-04-06 00:00:00,10,159,46,205,667,337,44,12573,-60,30,-69,-38,-81
2020-04-07 00:00:00,10,157,41,198,648,368,49,13274,-62,30,-68,-36,-80
2020-04-08 00:00:00,10,155,41,196,627,416,50,14105,-61,30,-67,-36,-81
2020-04-09 00:00:00,10,154,38,192,600,455,51,15170,-61,31,-67,-30,-80
2020-04-10 00:00:00,10,146,39,185,567,498,52,16325,-63,32,-67,-24,-80
2020-04-11 00:00:00,10,137,39,176,547,534,52,17661,-60,27,-71,-39,-86
2020-04-12 00:00:00,10,129,39,168,519,580,52,18672,-65,26,-83,-94,-96
2020-04-13 00:00:00,10,127,38,165,460,643,52,18740,-89,41,-85,-95,-96
2020-04-14 00:00:00,10,127,37,164,458,646,53,18956,-59,29,-68,-39,-80
2020-04-15 00:00:00,10,122,37,159,423,686,54,20258,-58,29,-66,-38,-80
2020-04-16 00:00:00,10,116,33,149,387,738,55,21487,-58,30,-66,-39,-78
2020-04-17 00:00:00,10,111,31,142,352,786,57,22818,-57,30,-67,-35,-78
2020-04-18 00:00:00,10,109,32,141,290,856,57,24106,-54,26,-70,-44,-84
2020-04-19 00:00:00,10,108,30,138,298,854,58,25170,-53,24,-78,-85,-94
2020-04-20 00:00:00,10,113,29,142,282,867,58,25562,-55,28,-72,-46,-77
2020-04-21 00:00:00,10,107,22,129,278,886,60,26639,-56,29,-69,-43,-78
2020-04-22 00:00:00,10,97,20,117,254,925,61,27655,-55,29,-69,-45,-79
2020-04-23 00:00:00,10,100,19,119,236,946,61,29011,-54,28,-66,-38,-77
2020-04-24 00:00:00,10,94,19,113,209,979,62,30524,-54,27,-64,-22,-73
2020-04-25 00:00:00,10,95,18,113,184,1006,63,31939,-72,30,-79,-94,-95
2020-04-26 00:00:00,10,91,17,108,188,1008,64,32569,-50,23,-75,-91,-94
2020-04-27 00:00:00,10,90,16,106,181,1018,65,32823,-50,25,-62,-30,-70
2020-04-28 00:00:00,10,80,17,97,178,1039,65,33881,-52,26,-65,-38,-75
2020-04-29 00:00:00,10,77,16,93,168,1064,66,34937,-51,27,-64,-36,-74
2020-04-30 00:00:00,10,68,16,84,149,1092,67,36459,-51,25,-60,-22,-70
2020-05-01 00:00:00,10,60,13,73,131,1121,68,37762,-86,40,-81,-94,-94
2020-05-02 00:00:00,10,60,13,73,123,1130,68,38072,-50,24,-67,-34,-78
2020-05-03 00:00:00,10,58,13,71,112,1143,68,38823,-43,22,-72,-80,-91
2020-02-25 00:00:00,5,12,7,19,23,0,1,3780,-19,7,-26,3,-11
2020-02-26 00:00:00,5,16,8,24,45,0,2,4900,-17,7,-29,-7,-15
2020-02-27 00:00:00,5,19,8,27,82,0,2,6164,-15,7,-29,-5,-11
