DATA,CODICE_REGIONE,LUOGHI_LAVORO,LUOGHI_RESIDENZIALI,TRASPORTO_PUBBLICO,ALIMENTARI_FARMACIE,VENDITA_E_ATTIVITA_RICREATIVE
2020-04-22 00:00:00,9,-60,31,-73,-41,-78
2020-04-23 00:00:00,9,-59,31,-70,-37,-77
2020-04-24 00:00:00,9,-59,30,-69,-27,-74
2020-04-25 00:00:00,9,-74,30,-81,-94,-94
2020-04-26 00:00:00,9,-48,22,-78,-61,-90
2020-04-27 00:00:00,9,-55,27,-68,-31,-70
2020-04-28 00:00:00,9,-58,28,-71,-39,-76
2020-04-29 00:00:00,9,-56,29,-69,-35,-74
2020-04-30 00:00:00,9,-55,28,-67,-25,-70
2020-05-01 00:00:00,9,-87,41,-80,-91,-91
2020-05-02 00:00:00,9,-51,23,-63,-36,-75
2020-05-03 00:00:00,9,-41,20,-65,-62,-83
2020-02-25 00:00:00,10,1,1,1,9,0
2020-02-26 00:00:00,10,0,2,-6,-1,-8
2020-02-27 00:00:00,10,0,2,-5,0,-5
2020-03-14 00:00:00,7,-51,24,-72,-43,-82
2020-03-15 00:00:00,7,-52,21,-78,-56,-88
2020-03-16 00:00:00,7,-58,26,-69,-39,-73
2020-03-17 00:00:00,7,-61,27,-71,-40,-75
2020-03-18 00:00:00,7,-63,29,-73,-44,-78
2020-03-19 00:00:00,7,-64,30,-75,-45,-78
2020-03-20 00:00:00,7,-63,31,-75,-39,-78
2020-03-21 00:00:00,7,-57,26,-78,-52,-86
2020-03-22 00:00:00,7,-60,23,-85,-78,-94
2020-03-23 00:00:00,7,-67,30,-77,-46,-78
2020-03-24 00:00:00,7,-68,31,-77,-48,-80
2020-03-25 00:00:00,7,-69,32,-79,-51,-82
2020-03-26 00:00:00,7,-70,34,-81,-54,-83
2020-03-27 00:00:00,7,-69,34,-79,-47,-81
2020-03-28 00:00:00,7,-59,26,-80,-53,-86
2020-03-29 00:00:00,7,-60,23,-85,-80,-94
2020-03-30 00:00:00,7,-67,30,-77,-48,-79
2020-03-31 00:00:00,7,-68,31,-76,-45,-89
2020-04-01 00:00:00,7,-67,31,-75,-43,-88
2020-04-02 00:00:00,7,-67,32,-76,-42,-88
2020-04-03 00:00:00,7,-66,33,-76,-39,-82
2020-04-04 00:00:00,7,-57,26,-78,-49,-87
2020-04-05 00:00:00,7,-59,23,-84,-78,-94
2020-04-06 00:00:00,7,-65,29,-74,-42,-79
2020-04-07 00:00:00,7,-65,30,-75,-40,-79
2020-04-08 00:00:00,7,-65,30,-75,-40,-80
2020-04-09 00:00:00,7,-65,31,-74,-36,-79
2020-04-10 00:00:00,7,-64,31,-73,-29,-77
2020-04-11 00:00:00,7,-55,25,-76,-43,-84
2020-04-12 00:00:00,7,-60,23,-85,-85,-94
2020-04-13 00:00:00,7,-87,38,-88,-87,-94
2020-04-14 00:00:00,7,-62,28,-73,-41,-78
2020-04-15 00:00:00,7,-62,29,-73,-40,-78
2020-04-16 00:00:00,7,-61,30,-72,-39,-77
2020-04-17 00:00:00,7,-61,30,-73,-36,-76
2020-04-18 00:00:00,7,-51,25,-76,-48,-84
2020-04-19 00:00:00,7,-55,23,-84,-77,-93
2020-04-20 00:00:00,7,-61,28,-74,-51,-78
2020-04-21 00:00:00,7,-60,28,-73,-45,-78
2020-04-22 00:00:00,7,-59,28,-71,-44,-77
2020-04-23 00:00:00,7,-59,28,-70,-41,-76
2020-04-24 00:00:00,7,-58,28,-69,-31,-73
2020-04-25 00:00:00,7,-62,27,-80,-70,-90
2020-04-26 00:00:00,7,-51,21,-79,-67,-90
2020-04-27 00:00:00,7,-55,25,-66,-36,-69
2020-04-28 00:00:00,7,-58,26,-70,-44,-75
2020-04-29 00:00:00,7,-55,25,-64,-32,-69
2020-04-30 00:00:00,7,-55,26,-66,-24,-68
2020-05-01 00:00:00,7,-84,37,-80,-87,-89
2020-05-02 00:00:00,7,-42,21,-61,-32,-73
2020-05-03 00:00:00,7,-40,18,-64,-61,-82
2020-02-25 00:00:00,3,-23,11,-37,3,-22
2020-02-26 00:00:00,3,-23,11,-40,-7,-23
2020-02-27 00:00:00,3,-23,10,-39,-7,-19
2020-02-28 00:00:00,3,-24,10,-37,-6,-16
2020-02-29 00:00:00,3,-20,8,-34,-5,-24
2020-03-01 00:00:00,3,-14,7,-40,-9,-33
2020-03-02 00:00:00,3,-20,11,-44,-18,-26
2020-03-03 00:00:00,3,-19,9,-35,-1,-13
2020-03-04 00:00:00,3,-19,8,-34,-1,-14
2020-03-05 00:00:00,3,-21,11,-42,-6,-22
2020-03-06 00:00:00,3,-22,11,-40,-2,-20
2020-03-07 00:00:00,3,-19,7,-31,-1,-25
2020-03-08 00:00:00,3,-19,8,-42,-1,-48
2020-03-09 00:00:00,3,-31,16,-57,-9,-42
2020-03-10 00:00:00,3,-38,20,-61,-8,-50
2020-03-11 00:00:00,3,-43,22,-65,-13,-57
2020-03-12 00:00:00,3,-52,28,-74,-26,-74
2020-03-13 00:00:00,3,-58,31,-76,-27,-78
2020-03-14 00:00:00,3,-63,26,-80,-46,-86
2020-03-15 00:00:00,3,-57,22,-83,-58,-91
2020-03-16 00:00:00,3,-63,30,-79,-35,-78
2020-03-17 00:00:00,3,-65,32,-80,-39,-80
2020-03-18 00:00:00,3,-66,33,-81,-42,-82
2020-03-19 00:00:00,3,-67,34,-82,-43,-82
2020-03-20 00:00:00,3,-68,36,-82,-40,-82
2020-03-21 00:00:00,3,-67,27,-83,-55,-88
2020-03-22 00:00:00,3,-65,24,-89,-80,-95
2020-03-23 00:00:00,3,-74,35,-86,-47,-84
2020-03-24 00:00:00,3,-74,36,-85,-48,-84
2020-03-25 00:00:00,3,-75,37,-86,-50,-86
2020-03-26 00:00:00,3,-77,39,-86,-51,-86
2020-03-27 00:00:00,3,-77,40,-86,-47,-86
2020-03-28 00:00:00,3,-70,28,-85,-59,-89
2020-03-29 00:00:00,3,-65,24,-89,-81,-95
2020-03-30 00:00:00,3,-75,36,-85,-48,-85
2020-03-31 00:00:00,3,-76,37,-84,-42,-92
2020-04-01 00:00:00,3,-75,37,-84,-40,-92
2020-04-02 00:00:00,3,-75,38,-84,-40,-92
2020-04-03 00:00:00,3,-74,39,-84,-39,-88
2020-04-04 00:00:00,3,-68,28,-84,-53,-91
2020-04-05 00:00:00,3,-64,24,-88,-77,-96
2020-04-06 00:00:00,3,-71,34,-83,-39,-86
2020-04-07 00:00:00,3,-72,35,-83,-39,-85
2020-04-08 00:00:00,3,-71,35,-83,-37,-85
2020-04-09 00:00:00,3,-71,35,-83,-33,-84
2020-04-10 00:00:00,3,-73,38,-82,-29,-84
2020-04-11 00:00:00,3,-67,27,-82,-47,-89
2020-04-12 00:00:00,3,-68,25,-90,-95,-97
2020-04-13 00:00:00,3,-92,43,-92,-84,-96
2020-04-14 00:00:00,3,-68,34,-82,-40,-83
2020-04-15 00:00:00,3,-67,34,-82,-38,-83
2020-04-16 00:00:00,3,-67,34,-82,-38,-82
2020-04-17 00:00:00,3,-67,36,-82,-36,-83
2020-04-18 00:00:00,3,-63,27,-81,-55,-88
2020-04-19 00:00:00,3,-60,23,-87,-79,-95
2020-04-20 00:00:00,3,-65,32,-83,-52,-82
2020-04-21 00:00:00,3,-65,33,-82,-49,-82
2020-04-22 00:00:00,3,-63,32,-80,-46,-82
2020-04-23 00:00:00,3,-64,33,-80,-45,-81
2020-04-24 00:00:00,3,-64,34,-80,-39,-81
2020-04-25 00:00:00,3,-71,28,-84,-69,-92
2020-04-26 00:00:00,3,-57,23,-85,-74,-94
2020-04-27 00:00:00,3,-61,30,-79,-42,-78
2020-04-28 00:00:00,3,-62,30,-80,-46,-80
2020-04-29 00:00:00,3,-61,31,-79,-42,-80
2020-04-30 00:00:00,3,-61,31,-79,-34,-77
2020-05-01 00:00:00,3,-89,45,-89,-83,-93
2020-05-02 00:00:00,3,-58,25,-77,-45,-83
2020-05-03 00:00:00,3,-50,22,-82,-66,-92
2020-02-25 00:00:00,11,-4,2,1,8,3
2020-02-26 00:00:00,11,-12,6,-18,2,-10
2020-02-27 00:00:00,11,-11,6,-16,0,-6
2020-02-28 00:00:00,11,-11,6,-18,-3,-7
2020-02-29 00:00:00,11,-13,5,-10,1,-8
2020-03-01 00:00:00,11,-4,5,-17,1,-16
2020-03-02 00:00:00,11,-2,3,-13,-1,-7
2020-03-03 00:00:00,11,-2,3,-13,-1,-7
2020-03-04 00:00:00,11,-12,7,-22,0,-12
2020-03-05 00:00:00,11,-13,7,-20,0,-11
2020-03-06 00:00:00,11,-14,8,-25,-2,-16
2020-03-07 00:00:00,11,-18,10,-27,3,-22
2020-03-08 00:00:00,11,-12,8,-22,4,-31
2020-03-09 00:00:00,11,-20,11,-35,-3,-27
2020-03-10 00:00:00,11,-26,15,-45,-1,-41
2020-03-11 00:00:00,11,-32,18,-48,-14,-50
2020-03-12 00:00:00,11,-40,24,-59,-20,-67
2020-03-13 00:00:00,11,-48,27,-64,-23,-72
2020-03-14 00:00:00,11,-59,28,-73,-38,-83
2020-03-15 00:00:00,11,-56,24,-78,-61,-90
2020-03-16 00:00:00,11,-54,27,-68,-35,-72
2020-03-17 00:00:00,11,-57,29,-69,-41,-75
2020-03-18 00:00:00,11,-58,30,-70,-42,-77
2020-03-19 00:00:00,11,-59,31,-72,-42,-77
2020-03-20 00:00:00,11,-61,33,-74,-37,-78
2020-03-21 00:00:00,11,-64,30,-79,-47,-86
2020-03-22 00:00:00,11,-64,27,-85,-88,-95
2020-03-23 00:00:00,11,-67,33,-77,-42,-78
2020-03-24 00:00:00,11,-69,34,-78,-49,-81
2020-03-25 00:00:00,11,-71,35,-79,-51,-83
2020-03-26 00:00:00,11,-73,38,-80,-52,-84
2020-03-27 00:00:00,11,-73,39,-80,-45,-83
2020-03-28 00:00:00,11,-67,31,-81,-51,-87
2020-03-29 00:00:00,11,-64,26,-86,-88,-95
2020-03-30 00:00:00,11,-70,33,-76,-46,-79
2020-03-31 00:00:00,11,-71,35,-76,-42,-90
2020-04-01 00:00:00,11,-70,35,-73,-39,-90
2020-04-02 00:00:00,11,-70,35,-73,-39,-90
2020-04-03 00:00:00,11,-70,37,-75,-34,-84
2020-04-04 00:00:00,11,-65,31,-79,-44,-89
2020-04-05 00:00:00,11,-64,27,-85,-86,-95
2020-04-06 00:00:00,11,-67,32,-73,-37,-81
2020-04-07 00:00:00,11,-68,33,-73,-35,-81
2020-04-08 00:00:00,11,-67,32,-72,-34,-81
2020-04-09 00:00:00,11,-68,34,-73,-29,-80
2020-04-10 00:00:00,11,-69,35,-73,-22,-80
2020-04-11 00:00:00,11,-65,30,-77,-40,-86
2020-04-12 00:00:00,11,-67,27,-87,-94,-96
2020-04-13 00:00:00,11,-91,41,-88,-94,-95
2020-04-14 00:00:00,11,-67,33,-76,-41,-82
2020-04-15 00:00:00,11,-64,32,-71,-35,-80
2020-04-16 00:00:00,11,-64,33,-70,-37,-79
2020-04-17 00:00:00,11,-63,34,-71,-33,-78
2020-04-18 00:00:00,11,-60,29,-74,-48,-85
2020-04-19 00:00:00,11,-58,26,-83,-86,-94
2020-04-20 00:00:00,11,-61,31,-73,-49,-78
2020-04-21 00:00:00,11,-62,32,-74,-48,-79
2020-04-22 00:00:00,11,-61,31,-71,-45,-78
2020-04-23 00:00:00,11,-60,31,-69,-41,-77
2020-04-24 00:00:00,11,-59,31,-66,-24,-74
2020-04-25 00:00:00,11,-77,33,-84,-95,-95
2020-04-26 00:00:00,11,-53,24,-79,-69,-92
2020-04-27 00:00:00,11,-56,27,-66,-36,-71
2020-04-28 00:00:00,11,-57,27,-68,-41,-74
2020-04-29 00:00:00,11,-56,28,-65,-36,-73
2020-04-30 00:00:00,11,-56,28,-64,-20,-68
2020-05-01 00:00:00,11,-88,43,-85,-94,-93
2020-05-02 00:00:00,11,-55,28,-72,-41,-79
2020-05-03 00:00:00,11,-49,24,-78,-75,-90
2020-02-25 00:00:00,14,-11,1,-4,2,7
2020-02-26 00:00:00,14,-5,2,-4,-3,-5
2020-02-27 00:00:00,14,0,1,-2,-1,-2
2020-02-28 00:00:00,14,0,1,-4,1,0
2020-02-29 00:00:00,14,2,1,1,4,4
2020-03-01 00:00:00,14,0,2,-2,4,4
2020-03-02 00:00:00,14,1,1,1,-1,-2
2020-03-03 00:00:00,14,1,1,-1,-1,2
2020-03-04 00:00:00,14,0,1,-4,2,1
2020-03-05 00:00:00,14,-16,5,-16,5,-3
2020-03-06 00:00:00,14,-18,7,-21,0,-10
2020-03-07 00:00:00,14,-18,9,-25,0,-22
2020-03-08 00:00:00,14,-10,8,-18,4,-24
2020-03-09 00:00:00,14,-24,9,-27,-7,-22
2020-03-10 00:00:00,14,-30,13,-37,-11,-37
2020-03-11 00:00:00,14,-35,15,-45,-19,-46
2020-03-12 00:00:00,14,-48,20,-58,-33,-66
2020-03-13 00:00:00,14,-52,23,-61,-37,-70
2020-03-14 00:00:00,14,-56,24,-65,-44,-78
2020-03-15 00:00:00,14,-53,21,-74,-61,-87
2020-03-16 00:00:00,14,-54,23,-63,-41,-69
2020-03-17 00:00:00,14,-57,23,-65,-47,-71
2020-03-18 00:00:00,14,-58,25,-66,-45,-73
2020-03-19 00:00:00,14,-60,26,-68,-50,-75
2020-03-20 00:00:00,14,-61,28,-72,-46,-76
2020-03-21 00:00:00,14,-62,27,-72,-50,-81
2020-03-22 00:00:00,14,-62,,-82,-82,-92
2020-03-23 00:00:00,14,-66,29,-75,-49,-77
2020-03-24 00:00:00,14,-71,30,-78,-60,-81
2020-03-25 00:00:00,14,-69,31,-76,-55,-80
2020-03-26 00:00:00,14,-71,32,-80,-60,-82
2020-03-27 00:00:00,14,-68,32,-77,-47,-79
2020-03-28 00:00:00,14,-64,29,-76,-52,-83
2020-03-29 00:00:00,14,-60,,-80,-82,-91
2020-03-30 00:00:00,14,-64,28,-73,-50,-77
2020-03-31 00:00:00,14,-66,28,-73,-46,-89
2020-04-01 00:00:00,14,-66,29,-71,-42,-89
2020-04-02 00:00:00,14,-66,29,-71,-41,-89
2020-04-03 00:00:00,14,-65,29,-73,-34,-81
2020-04-04 00:00:00,14,-62,28,-74,-42,-86
2020-04-05 00:00:00,14,-59,,-81,-81,-94
2020-04-06 00:00:00,14,-62,27,-70,-40,-80
2020-04-07 00:00:00,14,-63,26,-70,-39,-78
2020-04-08 00:00:00,14,-63,26,-67,-32,-77
2020-04-09 00:00:00,14,-64,27,-68,-32,-78
2020-04-10 00:00:00,14,-65,28,-67,-24,-77
2020-04-11 00:00:00,14,-62,27,-71,-39,-83
2020-04-12 00:00:00,14,-62,,-82,-90,-94
2020-04-13 00:00:00,14,-86,35,-86,-93,-95
2020-04-14 00:00:00,14,-64,27,-73,-49,-81
2020-04-15 00:00:00,14,-61,27,-70,-37,-78
2020-04-16 00:00:00,14,-61,27,-68,-42,-76
2020-04-17 00:00:00,14,-60,27,-67,-37,-75
2020-04-18 00:00:00,14,-57,25,-68,-49,-80
2020-04-19 00:00:00,14,-53,,-76,-78,-92
2020-04-20 00:00:00,14,-59,27,-70,-51,-75
2020-04-21 00:00:00,14,-59,26,-69,-49,-74
2020-04-22 00:00:00,14,-60,27,-71,-49,-76
2020-04-23 00:00:00,14,-62,27,-70,-48,-76
2020-04-24 00:00:00,14,-58,25,-63,-27,-70
2020-04-25 00:00:00,14,-72,29,-80,-91,-93
2020-04-26 00:00:00,14,-49,20,-73,,-90
2020-04-27 00:00:00,14,-54,23,-60,-38,-67
2020-04-28 00:00:00,14,-55,21,-63,-42,-69
2020-04-29 00:00:00,14,-55,24,-62,-38,-70
2020-04-30 00:00:00,14,-54,22,-58,-27,-65
2020-05-01 00:00:00,14,-82,34,-81,-93,-93
2020-05-02 00:00:00,14,-52,23,-65,-38,-74
2020-05-03 00:00:00,14,-45,20,-73,-68,-89
2020-02-25 00:00:00,1,-21,7,-26,3,-10
2020-02-26 00:00:00,1,-19,8,-29,-7,-14
2020-02-27 00:00:00,1,-18,7,-26,-4,-9
2020-02-28 00:00:00,1,-17,7,-22,-3,-8
2020-02-29 00:00:00,1,-7,5,-18,-1,-12
2020-03-01 00:00:00,1,-3,3,-14,-2,-11
2020-03-02 00:00:00,1,-15,7,-29,-10,-15
2020-03-03 00:00:00,1,-14,5,-20,1,-2
2020-03-04 00:00:00,1,-13,5,-21,1,-4
2020-03-05 00:00:00,1,-15,7,-27,-3,-14
2020-03-06 00:00:00,1,-15,8,-25,0,-13
2020-03-07 00:00:00,1,-8,5,-17,2,-15
2020-03-08 00:00:00,1,-8,6,-25,5,-34
2020-03-09 00:00:00,1,-24,12,-42,-2,-31
2020-03-10 00:00:00,1,-30,16,-51,-7,-43
2020-03-11 00:00:00,1,-35,19,-56,-14,-50
2020-03-12 00:00:00,1,-44,24,-66,-23,-69
2020-03-13 00:00:00,1,-50,28,-69,-26,-73
2020-03-14 00:00:00,1,-55,26,-75,-44,-84
2020-03-15 00:00:00,1,-52,22,-80,-61,-90
2020-03-16 00:00:00,1,-56,27,-73,-35,-73
2020-03-17 00:00:00,1,-59,29,-73,-38,-75
2020-03-18 00:00:00,1,-60,30,-75,-42,-77
2020-03-19 00:00:00,1,-61,31,-76,-41,-77
2020-03-20 00:00:00,1,-62,33,-76,-37,-79
2020-03-21 00:00:00,1,-59,26,-79,-51,-86
2020-03-22 00:00:00,1,-59,24,-86,-82,-94
2020-03-23 00:00:00,1,-69,33,-81,-45,-80
2020-03-24 00:00:00,1,-70,34,-80,-46,-81
2020-03-25 00:00:00,1,-70,35,-81,-49,-82
2020-03-26 00:00:00,1,-73,36,-82,-49,-83
2020-03-27 00:00:00,1,-72,38,-81,-45,-83
2020-03-28 00:00:00,1,-62,27,-80,-54,-87
2020-03-29 00:00:00,1,-59,23,-85,-82,-94
2020-03-30 00:00:00,1,-71,34,-80,-47,-82
2020-03-31 00:00:00,1,-71,34,-79,-42,-90
2020-04-01 00:00:00,1,-70,34,-78,-40,-90
2020-04-02 00:00:00,1,-70,35,-78,-39,-89
2020-04-03 00:00:00,1,-70,37,-78,-36,-85
2020-04-04 00:00:00,1,-61,27,-78,-49,-89
2020-04-05 00:00:00,1,-59,23,-85,-80,-95
2020-04-06 00:00:00,1,-67,32,-77,-38,-82
2020-04-07 00:00:00,1,-68,33,-77,-36,-81
2020-04-08 00:00:00,1,-67,33,-77,-36,-81
2020-04-09 00:00:00,1,-67,33,-77,-31,-80
2020-04-10 00:00:00,1,-68,35,-76,-25,-80
2020-04-11 00:00:00,1,-59,26,-76,-42,-85
2020-04-12 00:00:00,1,-61,24,-86,-90,-96
2020-04-13 00:00:00,1,-91,41,-90,-95,-96
2020-04-14 00:00:00,1,-65,31,-76,-37,-80
2020-04-15 00:00:00,1,-64,32,-76,-37,-80
2020-04-16 00:00:00,1,-64,32,-75,-35,-79
2020-04-17 00:00:00,1,-64,34,-75,-33,-79
2020-04-18 00:00:00,1,-55,26,-76,-51,-85
2020-04-19 00:00:00,1,-55,23,-85,-81,-95
2020-04-20 00:00:00,1,-63,31,-80,-53,-81
2020-04-21 00:00:00,1,-63,32,-78,-48,-80
2020-04-22 00:00:00,1,-61,30,-74,-43,-78
2020-04-23 00:00:00,1,-61,31,-74,-39,-77
2020-04-24 00:00:00,1,-60,32,-72,-29,-76
2020-04-25 00:00:00,1,-72,29,-84,-95,-95
2020-04-26 00:00:00,1,-50,22,-81,-65,-92
2020-04-27 00:00:00,1,-59,28,-74,-38,-74
2020-04-28 00:00:00,1,-60,29,-76,-44,-78
2020-04-29 00:00:00,1,-58,28,-71,-36,-75
2020-04-30 00:00:00,1,-58,28,-71,-26,-72
2020-05-01 00:00:00,1,-88,44,-88,-94,-95
2020-05-02 00:00:00,1,-50,24,-71,-40,-80
2020-05-03 00:00:00,1,-44,21,-77,-69,-91
2020-02-25 00:00:00,20,-17,2,1,-1,4
2020-02-26 00:00:00,20,-4,2,-5,-2,-7
2020-02-27 00:00:00,20,0,2,-4,0,-3
2020-02-28 00:00:00,20,0,1,-4,1,-3
2020-02-29 00:00:00,20,0,0,4,1,-2
2020-03-01 00:00:00,20,-1,1,0,1,-3
2020-03-02 00:00:00,20,-1,2,-8,0,-8
2020-03-03 00:00:00,20,0,2,-9,2,-4
2020-03-04 00:00:00,20,1,1,-3,4,-1
2020-03-05 00:00:00,20,-15,5,-15,5,-4
2020-03-06 00:00:00,20,-16,6,-20,2,-11
2020-03-07 00:00:00,20,-19,6,-23,3,-18
2020-03-08 00:00:00,20,-6,4,-16,6,-19
2020-03-09 00:00:00,20,-24,10,-35,4,-27
2020-03-10 00:00:00,20,-30,13,-41,3,-41
2020-03-11 00:00:00,20,-37,16,-50,-19,-53
2020-03-12 00:00:00,20,-46,21,-60,-27,-69
2020-03-13 00:00:00,20,-51,23,-64,-31,-73
2020-03-14 00:00:00,20,-54,23,-69,-40,-81
2020-03-15 00:00:00,20,-48,20,-75,-60,-88
2020-03-16 00:00:00,20,-54,23,-70,-39,-74
2020-03-17 00:00:00,20,-57,24,-72,-42,-76
2020-03-18 00:00:00,20,-57,24,-72,-45,-77
2020-03-19 00:00:00,20,-58,26,-72,-46,-77
2020-03-20 00:00:00,20,-59,26,-72,-42,-78
2020-03-21 00:00:00,20,-59,25,-76,-48,-84
2020-03-22 00:00:00,20,-54,22,-81,-82,-93
2020-03-23 00:00:00,20,-61,26,-74,-45,-77
2020-03-24 00:00:00,20,-62,26,-74,-48,-79
2020-03-25 00:00:00,20,-62,27,-74,-50,-80
2020-03-26 00:00:00,20,-63,28,-75,-50,-81
2020-03-27 00:00:00,20,-64,29,-77,-48,-81
2020-03-28 00:00:00,20,-59,25,-76,-47,-83
2020-03-29 00:00:00,20,-56,22,-81,-92,-94
2020-03-30 00:00:00,20,-61,25,-74,-45,-79
2020-03-31 00:00:00,20,-62,26,-71,-41,-88
2020-04-01 00:00:00,20,-61,26,-69,-40,-87
2020-04-02 00:00:00,20,-62,27,-71,-40,-87
2020-04-03 00:00:00,20,-61,27,-72,-36,-82
2020-04-04 00:00:00,20,-57,24,-74,-42,-86
2020-04-05 00:00:00,20,-54,22,-80,-92,-94
2020-04-06 00:00:00,20,-59,25,-71,-37,-80
2020-04-07 00:00:00,20,-60,25,-71,-35,-79
2020-04-08 00:00:00,20,-59,24,-70,-35,-79
2020-04-09 00:00:00,20,-60,26,-70,-32,-79
2020-04-10 00:00:00,20,-60,26,-69,-24,-78
2020-04-11 00:00:00,20,-56,24,-70,-34,-83
2020-04-12 00:00:00,20,-57,23,-83,-93,-95
2020-04-13 00:00:00,20,-85,34,-87,-95,-96
2020-04-14 00:00:00,20,-60,25,-72,-43,-80
2020-04-15 00:00:00,20,-58,24,-70,-39,-79
2020-04-16 00:00:00,20,-58,26,-70,-39,-78
2020-04-17 00:00:00,20,-57,26,-70,-35,-78
2020-04-18 00:00:00,20,-54,24,-73,-46,-84
2020-04-19 00:00:00,20,-52,22,-82,-93,-94
2020-04-20 00:00:00,20,-58,25,-74,-51,-80
2020-04-21 00:00:00,20,-58,25,-73,-47,-80
2020-04-22 00:00:00,20,-57,25,-71,-48,-80
2020-04-23 00:00:00,20,-56,25,-70,-43,-78
2020-04-24 00:00:00,20,-55,24,-67,-26,-75
2020-04-25 00:00:00,20,-69,27,-82,-94,-94
2020-04-26 00:00:00,20,-49,21,-80,-92,-93
2020-04-27 00:00:00,20,-54,22,-67,-33,-72
2020-04-28 00:00:00,20,-54,21,-68,-38,-75
2020-04-29 00:00:00,20,-53,22,-66,-39,-75
2020-04-30 00:00:00,20,-53,22,-65,-26,-72
2020-05-01 00:00:00,20,-80,33,-84,-93,-94
2020-05-02 00:00:00,20,-50,21,-69,-34,-79
2020-05-03 00:00:00,20,-43,20,-77,-90,-93
2020-02-25 00:00:00,19,-12,3,-9,8,-1
2020-02-26 00:00:00,19,-12,4,-17,-3,-11
2020-02-27 00:00:00,19,-8,4,-16,-1,-8
2020-02-28 00:00:00,19,-8,4,-19,-2,-8
2020-02-29 00:00:00,19,-4,2,-13,-2,-7
2020-03-01 00:00:00,19,-2,1,-11,-1,-4
2020-03-02 00:00:00,19,-5,2,-13,0,-4
2020-03-03 00:00:00,19,0,2,-12,-3,-7
2020-03-04 00:00:00,19,-2,2,-13,-1,-8
