DATA,CODICE_REGIONE,LUOGHI_LAVORO,LUOGHI_RESIDENZIALI,TRASPORTO_PUBBLICO,ALIMENTARI_FARMACIE,VENDITA_E_ATTIVITA_RICREATIVE
2020-04-28 00:00:00,5,-50,25,-70,-31,-72
2020-04-29 00:00:00,5,-50,26,-70,-29,-72
2020-04-30 00:00:00,5,-50,25,-69,-11,-67
2020-05-01 00:00:00,5,-87,42,-83,-92,-89
2020-05-02 00:00:00,5,-52,22,-69,-28,-74
2020-05-03 00:00:00,5,-43,20,-71,-89,-86
2020-02-25 00:00:00,21,-23,7,-12,15,1
2020-02-26 00:00:00,21,-17,6,-16,2,-2
2020-02-27 00:00:00,21,-18,6,-12,3,0
2020-02-28 00:00:00,21,-17,6,-12,0,-1
2020-02-29 00:00:00,21,-7,3,-9,0,-7
2020-03-01 00:00:00,21,-4,6,-27,-6,-21
2020-03-02 00:00:00,21,0,3,-14,-9,-15
2020-03-03 00:00:00,21,0,2,-9,-1,-9
2020-03-04 00:00:00,21,0,1,-2,1,-3
2020-03-05 00:00:00,21,-14,7,-21,1,-12
2020-03-06 00:00:00,21,-13,7,-21,-2,-11
2020-03-07 00:00:00,21,-8,4,-9,2,-9
2020-03-08 00:00:00,21,-8,3,-8,4,-14
2020-03-09 00:00:00,21,-18,9,-34,-2,-28
2020-03-10 00:00:00,21,-25,13,-41,2,-45
2020-03-11 00:00:00,21,-32,16,-47,-16,-55
2020-03-12 00:00:00,21,-41,22,-62,-24,-75
2020-03-13 00:00:00,21,-49,27,-69,-35,-81
2020-03-14 00:00:00,21,-57,26,-80,-54,-90
2020-03-15 00:00:00,21,-58,23,-80,-72,-92
2020-03-16 00:00:00,21,-58,28,-73,-44,-82
2020-03-17 00:00:00,21,-61,29,-73,-48,-84
2020-03-18 00:00:00,21,-62,30,-74,-51,-85
2020-03-19 00:00:00,21,-63,32,-77,-51,-86
2020-03-20 00:00:00,21,-63,33,-78,-49,-86
2020-03-21 00:00:00,21,-61,26,-80,-60,-90
2020-03-22 00:00:00,21,-65,25,-87,-95,-96
2020-03-23 00:00:00,21,-67,32,-79,-53,-86
2020-03-24 00:00:00,21,-68,33,-77,-55,-87
2020-03-25 00:00:00,21,-69,34,-80,-56,-88
2020-03-26 00:00:00,21,-71,36,-80,-58,-89
2020-03-27 00:00:00,21,-70,37,-81,-54,-88
2020-03-28 00:00:00,21,-63,27,-81,-61,-91
2020-03-29 00:00:00,21,-65,25,-86,-94,-96
2020-03-30 00:00:00,21,-69,33,-82,-58,-87
2020-03-31 00:00:00,21,-69,33,-79,-53,-86
2020-04-01 00:00:00,21,-68,33,-78,-54,-86
2020-04-02 00:00:00,21,-68,34,-79,-54,-86
2020-04-03 00:00:00,21,-67,35,-79,-50,-86
2020-04-04 00:00:00,21,-61,26,-81,-58,-90
2020-04-05 00:00:00,21,-64,25,-85,-93,-95
2020-04-06 00:00:00,21,-65,31,-77,-51,-84
2020-04-07 00:00:00,21,-66,31,-76,-49,-84
2020-04-08 00:00:00,21,-65,31,-76,-49,-84
2020-04-09 00:00:00,21,-66,32,-76,-45,-84
2020-04-10 00:00:00,21,-67,34,-78,-40,-84
2020-04-11 00:00:00,21,-59,25,-80,-53,-88
2020-04-12 00:00:00,21,-65,25,-87,-94,-96
2020-04-13 00:00:00,21,-89,40,-87,-95,-95
2020-04-14 00:00:00,21,-62,29,-75,-46,-82
2020-04-15 00:00:00,21,-61,29,-73,-46,-81
2020-04-16 00:00:00,21,-60,30,-74,-45,-81
2020-04-17 00:00:00,21,-60,31,-74,-44,-81
2020-04-18 00:00:00,21,-55,23,-76,-51,-86
2020-04-19 00:00:00,21,-59,22,-81,-90,-93
2020-04-20 00:00:00,21,-57,27,-74,-49,-80
2020-04-21 00:00:00,21,-57,27,-70,-46,-78
2020-04-22 00:00:00,21,-56,26,-70,-45,-78
2020-04-23 00:00:00,21,-56,27,-70,-42,-77
2020-04-24 00:00:00,21,-55,27,-71,-29,-76
2020-04-25 00:00:00,21,-65,24,-79,-90,-91
2020-04-26 00:00:00,21,-56,21,-78,-88,-90
2020-04-27 00:00:00,21,-53,24,-69,-33,-73
2020-04-28 00:00:00,21,-53,24,-69,-39,-75
2020-04-29 00:00:00,21,-53,25,-68,-39,-75
2020-04-30 00:00:00,21,-53,25,-65,-25,-72
2020-05-01 00:00:00,21,-84,37,-73,-87,-88
2020-05-02 00:00:00,21,-48,19,-62,-35,-76
2020-05-03 00:00:00,21,-49,17,-58,-81,-82
2020-03-10 00:00:00,7,-29,14,-42,-2,-39
2020-03-11 00:00:00,7,-36,18,-50,-15,-50
2020-03-12 00:00:00,7,-48,25,-64,-26,-70
2020-03-13 00:00:00,7,-54,28,-68,-30,-73
2020-04-20 00:00:00,13,-61,28,-80,-46,-78
2020-04-21 00:00:00,13,-62,29,-80,-49,-80
2020-04-22 00:00:00,13,-62,29,-80,-50,-80
2020-04-23 00:00:00,13,-60,29,-77,-41,-76
2020-04-24 00:00:00,13,-59,28,-76,-25,-73
2020-04-25 00:00:00,13,-74,30,-88,-94,-94
2020-04-26 00:00:00,13,-55,23,-87,-90,-93
2020-04-27 00:00:00,13,-56,25,-73,-31,-69
2020-04-28 00:00:00,13,-57,24,-74,-39,-73
2020-04-29 00:00:00,13,-56,25,-73,-37,-73
2020-04-30 00:00:00,13,-55,24,-71,-23,-68
2020-05-01 00:00:00,13,-85,38,-88,-93,-91
2020-05-02 00:00:00,13,-53,24,-78,-35,-76
2020-05-03 00:00:00,13,-49,21,-83,-90,-90
2020-02-25 00:00:00,2,-18,2,27,23,23
2020-02-26 00:00:00,2,-17,6,-2,9,0
2020-02-27 00:00:00,2,-14,7,-1,3,2
2020-02-28 00:00:00,2,-13,4,9,18,21
2020-02-29 00:00:00,2,-1,2,3,7,-1
2020-03-01 00:00:00,2,-2,2,-2,11,-1
2020-03-02 00:00:00,2,-1,3,-10,2,-8
2020-03-03 00:00:00,2,0,0,-1,4,0
2020-03-04 00:00:00,2,-1,1,-2,4,3
2020-03-05 00:00:00,2,-15,9,-18,-3,-21
2020-03-06 00:00:00,2,-14,6,-9,9,-4
2020-03-07 00:00:00,2,-6,5,-7,7,-6
2020-03-08 00:00:00,2,-5,5,-23,13,-26
2020-03-09 00:00:00,2,-21,10,-32,4,-29
2020-03-10 00:00:00,2,-28,15,-51,-3,-51
2020-03-11 00:00:00,2,-35,17,-51,-24,-58
2020-03-12 00:00:00,2,-44,23,-58,-27,-74
2020-03-13 00:00:00,2,-51,27,-66,-33,-79
2020-03-14 00:00:00,2,-58,,-74,-54,-88
2020-03-15 00:00:00,2,-59,,-82,-68,-93
2020-03-16 00:00:00,2,-57,27,-70,-37,-80
2020-03-17 00:00:00,2,-60,27,-68,-43,-81
2020-03-18 00:00:00,2,-61,28,-71,-47,-83
2020-03-19 00:00:00,2,-63,30,-72,-47,-83
2020-03-20 00:00:00,2,-64,33,-76,-45,-86
2020-03-21 00:00:00,2,-63,,-82,-59,-91
2020-03-22 00:00:00,2,-67,,-88,-87,-95
2020-03-23 00:00:00,2,-67,31,-79,-47,-86
2020-03-24 00:00:00,2,-68,32,-78,-50,-87
2020-03-25 00:00:00,2,-69,33,-79,-54,-87
2020-03-26 00:00:00,2,-71,35,-80,-53,-88
2020-03-27 00:00:00,2,-69,36,-81,-51,-88
2020-03-28 00:00:00,2,-65,,-83,-62,-92
2020-03-29 00:00:00,2,-67,,-86,-88,-95
2020-03-30 00:00:00,2,-68,31,-78,-49,-87
2020-03-31 00:00:00,2,-68,32,-78,-48,-95
2020-04-01 00:00:00,2,-67,32,-76,-46,-95
2020-04-02 00:00:00,2,-68,33,-75,-45,-95
2020-04-03 00:00:00,2,-68,34,-77,-45,-90
2020-04-04 00:00:00,2,-63,,-82,-57,-93
2020-04-05 00:00:00,2,-64,,-86,-87,-96
2020-04-06 00:00:00,2,-65,30,-77,-42,-87
2020-04-07 00:00:00,2,-66,31,-75,-42,-88
2020-04-08 00:00:00,2,-64,30,-72,-44,-88
2020-04-09 00:00:00,2,-66,32,-74,-39,-87
2020-04-10 00:00:00,2,-66,34,-74,-37,-88
2020-04-11 00:00:00,2,-61,,-81,-49,-91
2020-04-12 00:00:00,2,-65,,-86,-92,-96
2020-04-13 00:00:00,2,-85,,-86,-84,-95
2020-04-14 00:00:00,2,-62,29,-72,-42,-86
2020-04-15 00:00:00,2,-62,29,-71,-41,-86
2020-04-16 00:00:00,2,-61,30,-72,-41,-86
2020-04-17 00:00:00,2,-61,32,-73,-40,-86
2020-04-18 00:00:00,2,-58,,-80,-56,-91
2020-04-19 00:00:00,2,-63,,-87,-86,-95
2020-04-20 00:00:00,2,-60,28,-72,-47,-84
2020-04-21 00:00:00,2,-60,30,-74,-48,-86
2020-04-22 00:00:00,2,-58,27,-67,-47,-85
2020-04-23 00:00:00,2,-60,29,-69,-44,-85
2020-04-24 00:00:00,2,-59,30,-69,-42,-84
2020-04-25 00:00:00,2,-62,,-81,-66,-93
2020-04-26 00:00:00,2,-59,,-84,-83,-95
2020-04-27 00:00:00,2,-57,26,-66,-41,-81
2020-04-28 00:00:00,2,-58,26,-71,-44,-84
2020-04-29 00:00:00,2,-56,26,-63,-43,-83
2020-04-30 00:00:00,2,-58,28,-70,-36,-82
2020-05-01 00:00:00,2,-81,,-84,-75,-93
2020-05-02 00:00:00,2,-55,,-79,-51,-89
2020-05-03 00:00:00,2,-55,,-82,-81,-94
2020-02-25 00:00:00,16,-15,2,-2,4,2
2020-02-26 00:00:00,16,-5,2,-10,0,-7
2020-02-27 00:00:00,16,-4,3,-13,2,-8
2020-02-28 00:00:00,16,-3,3,-16,-1,-9
2020-02-29 00:00:00,16,-2,2,-10,2,-4
2020-03-01 00:00:00,16,-3,2,-11,1,-5
2020-03-02 00:00:00,16,0,1,-9,3,-3
2020-03-03 00:00:00,16,-1,2,-10,0,-4
2020-03-04 00:00:00,16,0,1,-11,5,-3
2020-03-05 00:00:00,16,-16,5,-21,6,-5
2020-03-06 00:00:00,16,-17,7,-29,2,-13
2020-03-07 00:00:00,16,-18,8,-34,4,-22
2020-03-08 00:00:00,16,-11,8,-36,3,-32
2020-03-09 00:00:00,16,-23,9,-39,4,-24
2020-03-10 00:00:00,16,-31,14,-50,1,-41
2020-03-11 00:00:00,16,-36,16,-58,-15,-50
2020-03-12 00:00:00,16,-47,21,-67,-26,-66
2020-03-13 00:00:00,16,-52,24,-72,-31,-70
2020-03-14 00:00:00,16,-56,24,-76,-38,-78
2020-03-15 00:00:00,16,-58,23,-82,-62,-90
2020-03-16 00:00:00,16,-56,24,-78,-38,-72
2020-03-17 00:00:00,16,-59,26,-78,-44,-75
2020-03-18 00:00:00,16,-60,26,-79,-44,-75
2020-03-19 00:00:00,16,-61,27,-80,-46,-76
2020-03-20 00:00:00,16,-61,28,-80,-42,-76
2020-03-21 00:00:00,16,-61,27,-82,-47,-81
2020-03-22 00:00:00,16,-65,25,-87,-87,-94
2020-03-23 00:00:00,16,-65,28,-83,-46,-77
2020-03-24 00:00:00,16,-67,29,-82,-50,-79
2020-03-25 00:00:00,16,-67,30,-83,-52,-80
2020-03-26 00:00:00,16,-69,31,-84,-55,-82
2020-03-27 00:00:00,16,-67,31,-83,-44,-78
2020-03-28 00:00:00,16,-64,28,-84,-48,-82
2020-03-29 00:00:00,16,-64,25,-88,-85,-94
2020-03-30 00:00:00,16,-65,27,-82,-47,-78
2020-03-31 00:00:00,16,-66,28,-80,-44,-90
2020-04-01 00:00:00,16,-67,29,-81,-45,-90
2020-04-02 00:00:00,16,-66,29,-80,-41,-89
2020-04-03 00:00:00,16,-65,30,-82,-38,-82
2020-04-04 00:00:00,16,-62,27,-82,-43,-85
2020-04-05 00:00:00,16,-63,25,-88,-81,-94
2020-04-06 00:00:00,16,-63,27,-81,-43,-81
2020-04-07 00:00:00,16,-64,27,-80,-40,-79
2020-04-08 00:00:00,16,-64,27,-80,-38,-79
2020-04-09 00:00:00,16,-64,27,-80,-34,-78
2020-04-10 00:00:00,16,-64,28,-81,-28,-77
2020-04-11 00:00:00,16,-61,26,-81,-40,-82
2020-04-12 00:00:00,16,-68,26,-90,-92,-96
2020-04-13 00:00:00,16,-88,36,-93,-95,-95
2020-04-14 00:00:00,16,-63,27,-80,-44,-80
2020-04-15 00:00:00,16,-62,27,-79,-40,-78
2020-04-16 00:00:00,16,-61,27,-79,-39,-77
2020-04-17 00:00:00,16,-60,27,-80,-35,-76
2020-04-18 00:00:00,16,-57,25,-80,-43,-81
2020-04-19 00:00:00,16,-58,23,-87,-81,-93
2020-04-20 00:00:00,16,-59,26,-80,-47,-76
2020-04-21 00:00:00,16,-60,26,-78,-44,-76
2020-04-22 00:00:00,16,-60,27,-81,-49,-79
2020-04-23 00:00:00,16,-60,27,-79,-40,-76
2020-04-24 00:00:00,16,-57,25,-76,-20,-70
2020-04-25 00:00:00,16,-75,30,-89,-93,-94
2020-04-26 00:00:00,16,-56,23,-85,-87,-92
2020-04-27 00:00:00,16,-55,23,-76,-32,-69
2020-04-28 00:00:00,16,-56,22,-75,-36,-72
2020-04-29 00:00:00,16,-55,23,-75,-34,-71
2020-04-30 00:00:00,16,-54,22,-72,-21,-66
2020-05-01 00:00:00,16,-82,34,-89,-92,-91
2020-05-02 00:00:00,16,-51,22,-75,-33,-74
2020-05-03 00:00:00,16,-47,21,-80,-72,-87
2020-02-25 00:00:00,17,-19,4,-7,0,-1
2020-02-26 00:00:00,17,-3,2,-10,-2,-9
2020-02-27 00:00:00,17,-2,3,-10,2,-6
2020-02-28 00:00:00,17,-2,3,-10,-2,-8
2020-02-29 00:00:00,17,1,2,8,1,-2
2020-03-01 00:00:00,17,0,1,-1,2,1
2020-03-02 00:00:00,17,1,0,-8,3,-2
2020-03-03 00:00:00,17,0,1,-8,0,-4
2020-03-04 00:00:00,17,2,1,-3,4,-2
2020-03-05 00:00:00,17,-17,4,-16,6,-3
2020-03-06 00:00:00,17,-19,7,-24,4,-13
2020-03-07 00:00:00,17,-23,9,-37,2,-22
2020-03-08 00:00:00,17,-11,7,-26,0,-28
2020-03-09 00:00:00,17,-25,9,-29,1,-23
2020-03-10 00:00:00,17,-32,13,-41,-1,-39
2020-03-11 00:00:00,17,-36,15,-46,-17,-48
2020-03-12 00:00:00,17,-45,20,-61,-27,-65
2020-03-13 00:00:00,17,-49,22,-65,-32,-70
2020-03-14 00:00:00,17,-54,22,-71,-37,-76
2020-03-15 00:00:00,17,-53,20,-76,-61,-87
2020-03-16 00:00:00,17,-54,23,-71,-35,-70
2020-03-17 00:00:00,17,-58,24,-71,-45,-73
2020-03-18 00:00:00,17,-58,25,-72,-45,-75
2020-03-19 00:00:00,17,-60,26,-75,-48,-75
2020-03-20 00:00:00,17,-61,27,-76,-45,-76
2020-03-21 00:00:00,17,-61,25,-79,-47,-80
2020-03-22 00:00:00,17,-59,22,-83,-87,-92
2020-03-23 00:00:00,17,-65,28,-79,-46,-77
2020-03-24 00:00:00,17,-67,28,-79,-51,-79
2020-03-25 00:00:00,17,-68,29,-80,-56,-82
2020-03-26 00:00:00,17,-69,31,-82,-58,-82
2020-03-27 00:00:00,17,-66,30,-80,-45,-78
2020-03-28 00:00:00,17,-63,27,-80,-50,-82
2020-03-29 00:00:00,17,-58,22,-86,-84,-91
2020-03-30 00:00:00,17,-64,27,-77,-49,-79
2020-03-31 00:00:00,17,-66,28,-76,-46,-91
2020-04-01 00:00:00,17,-67,28,-74,-47,-91
2020-04-02 00:00:00,17,-65,28,-75,-42,-90
2020-04-03 00:00:00,17,-65,29,-76,-38,-82
2020-04-04 00:00:00,17,-62,26,-79,-45,-85
2020-04-05 00:00:00,17,-59,22,-83,-79,-93
2020-04-06 00:00:00,17,-63,26,-75,-43,-81
2020-04-07 00:00:00,17,-64,26,-74,-41,-79
2020-04-08 00:00:00,17,-63,25,-72,-37,-79
2020-04-09 00:00:00,17,-63,26,-72,-32,-78
2020-04-10 00:00:00,17,-63,27,-71,-24,-77
2020-04-11 00:00:00,17,-61,25,-75,-41,-82
2020-04-12 00:00:00,17,-62,23,-86,-90,-93
2020-04-13 00:00:00,17,-84,34,-90,-94,-94
2020-04-14 00:00:00,17,-63,26,-72,-47,-80
2020-04-15 00:00:00,17,-61,26,-71,-41,-78
2020-04-16 00:00:00,17,-60,25,-70,-40,-77
2020-04-17 00:00:00,17,-60,26,-69,-34,-76
2020-04-18 00:00:00,17,-56,23,-74,-44,-80
2020-04-19 00:00:00,17,-52,20,-82,-86,-91
2020-04-20 00:00:00,17,-59,25,-71,-46,-76
2020-04-21 00:00:00,17,-59,25,-72,-43,-75
2020-04-22 00:00:00,17,-59,26,-73,-49,-78
2020-04-23 00:00:00,17,-59,26,-72,-43,-77
2020-04-24 00:00:00,17,-57,24,-67,-19,-70
2020-04-25 00:00:00,17,-70,28,-85,-92,-92
2020-04-26 00:00:00,17,-49,19,-80,-84,-89
2020-04-27 00:00:00,17,-54,22,-67,-31,-69
2020-04-28 00:00:00,17,-55,21,-67,-38,-71
2020-04-29 00:00:00,17,-54,22,-65,-35,-71
2020-04-30 00:00:00,17,-54,21,-63,-18,-66
2020-03-05 00:00:00,19,-18,5,-19,4,-7
2020-03-06 00:00:00,19,-18,6,-24,1,-12
2020-03-07 00:00:00,19,-15,7,-27,0,-21
2020-03-08 00:00:00,19,-10,7,-34,-2,-31
2020-03-09 00:00:00,19,-25,9,-37,1,-25
2020-03-10 00:00:00,19,-32,14,-47,-2,-43
2020-03-11 00:00:00,19,-38,16,-55,-17,-51
2020-03-12 00:00:00,19,-49,21,-66,-27,-68
2020-03-13 00:00:00,19,-55,24,-73,-35,-74
2020-03-14 00:00:00,19,-55,23,-74,-41,-80
2020-03-15 00:00:00,19,-56,22,-82,-63,-90
2020-03-16 00:00:00,19,-59,25,-77,-42,-75
2020-03-17 00:00:00,19,-62,26,-78,-49,-78
2020-03-18 00:00:00,19,-63,26,-79,-49,-78
2020-03-19 00:00:00,19,-65,27,-80,-49,-78
2020-03-20 00:00:00,19,-65,28,-81,-46,-80
2020-03-21 00:00:00,19,-62,25,-82,-52,-84
2020-03-22 00:00:00,19,-70,26,-89,-94,-96
2020-03-23 00:00:00,19,-67,28,-83,-51,-80
2020-03-24 00:00:00,19,-69,29,-82,-55,-82
2020-03-25 00:00:00,19,-71,30,-85,-65,-86
2020-03-26 00:00:00,19,-70,30,-84,-52,-82
2020-03-27 00:00:00,19,-69,31,-84,-50,-82
2020-03-28 00:00:00,19,-62,25,-82,-51,-83
2020-03-29 00:00:00,19,-68,25,-89,-93,-95
2020-03-30 00:00:00,19,-67,28,-82,-49,-80
2020-03-31 00:00:00,19,-67,27,-78,-46,-91
2020-04-01 00:00:00,19,-67,27,-78,-45,-91
2020-04-02 00:00:00,19,-68,29,-80,-46,-91
2020-04-03 00:00:00,19,-67,30,-82,-43,-85
2020-04-04 00:00:00,19,-61,25,-80,-48,-87
2020-04-05 00:00:00,19,-67,25,-89,-93,-96
2020-04-06 00:00:00,19,-64,27,-80,-44,-82
2020-04-07 00:00:00,19,-65,27,-79,-44,-81
2020-04-08 00:00:00,19,-65,26,-78,-41,-81
2020-04-09 00:00:00,19,-66,27,-78,-37,-80
2020-04-10 00:00:00,19,-66,28,-79,-32,-80
2020-04-11 00:00:00,19,-60,24,-79,-41,-83
2020-04-12 00:00:00,19,-70,26,-90,-94,-97
2020-04-13 00:00:00,19,-88,36,-92,-96,-96
2020-04-14 00:00:00,19,-63,26,-78,-48,-81
2020-04-15 00:00:00,19,-63,26,-77,-43,-80
2020-04-16 00:00:00,19,-63,27,-78,-42,-79
2020-04-17 00:00:00,19,-62,27,-79,-38,-79
2020-04-18 00:00:00,19,-56,23,-77,-46,-83
2020-04-19 00:00:00,19,-63,24,-87,-93,-95
2020-04-20 00:00:00,19,-60,25,-78,-48,-78
2020-04-21 00:00:00,19,-61,26,-76,-48,-79
2020-04-22 00:00:00,19,-61,25,-76,-46,-78
2020-04-23 00:00:00,19,-61,26,-76,-41,-78
2020-04-24 00:00:00,19,-59,24,-75,-22,-72
2020-04-25 00:00:00,19,-74,28,-86,-94,-95
2020-04-26 00:00:00,19,-60,23,-86,-92,-94
2020-04-27 00:00:00,19,-57,23,-74,-34,-71
2020-04-28 00:00:00,19,-57,22,-73,-39,-74
2020-04-29 00:00:00,19,-58,24,-73,-35,-74
2020-04-30 00:00:00,19,-57,22,-70,-21,-68
2020-05-01 00:00:00,19,-84,34,-88,-93,-94
2020-05-02 00:00:00,19,-50,21,-73,-36,-77
2020-05-03 00:00:00,19,-54,22,-82,-90,-93
2020-02-25 00:00:00,22,-23,7,-12,15,1
2020-02-26 00:00:00,22,-17,6,-16,2,-2
2020-02-27 00:00:00,22,-18,6,-12,3,0
2020-02-28 00:00:00,22,-17,6,-12,0,-1
2020-02-29 00:00:00,22,-7,3,-9,0,-7
2020-03-01 00:00:00,22,-4,6,-27,-6,-21
2020-03-02 00:00:00,22,0,3,-14,-9,-15
2020-03-03 00:00:00,22,0,2,-9,-1,-9
2020-03-04 00:00:00,22,0,1,-2,1,-3
2020-03-05 00:00:00,22,-14,7,-21,1,-12
2020-03-06 00:00:00,22,-13,7,-21,-2,-11
2020-03-07 00:00:00,22,-8,4,-9,2,-9
2020-03-08 00:00:00,22,-8,3,-8,4,-14
2020-03-09 00:00:00,22,-18,9,-34,-2,-28
2020-03-10 00:00:00,22,-25,13,-41,2,-45
2020-03-11 00:00:00,22,-32,16,-47,-16,-55
2020-03-12 00:00:00,22,-41,22,-62,-24,-75
2020-03-13 00:00:00,22,-49,27,-69,-35,-81
2020-03-14 00:00:00,22,-57,26,-80,-54,-90
2020-03-15 00:00:00,22,-58,23,-80,-72,-92
2020-03-16 00:00:00,22,-58,28,-73,-44,-82
2020-03-17 00:00:00,22,-61,29,-73,-48,-84
2020-03-18 00:00:00,22,-62,30,-74,-51,-85
2020-03-19 00:00:00,22,-63,32,-77,-51,-86
2020-03-20 00:00:00,22,-63,33,-78,-49,-86
2020-03-21 00:00:00,22,-61,26,-80,-60,-90
2020-03-22 00:00:00,22,-65,25,-87,-95,-96
2020-03-23 00:00:00,22,-67,32,-79,-53,-86
2020-03-24 00:00:00,22,-68,33,-77,-55,-87
2020-03-25 00:00:00,22,-69,34,-80,-56,-88
2020-03-26 00:00:00,22,-71,36,-80,-58,-89
2020-03-27 00:00:00,22,-70,37,-81,-54,-88
2020-03-28 00:00:00,22,-63,27,-81,-61,-91
2020-03-29 00:00:00,22,-65,25,-86,-94,-96
2020-03-30 00:00:00,22,-69,33,-82,-58,-87
2020-03-31 00:00:00,22,-69,33,-79,-53,-86
2020-04-01 00:00:00,22,-68,33,-78,-54,-86
2020-04-02 00:00:00,22,-68,34,-79,-54,-86
2020-04-03 00:00:00,22,-67,35,-79,-50,-86
2020-04-04 00:00:00,22,-61,26,-81,-58,-90
2020-04-05 00:00:00,22,-64,25,-85,-93,-95
2020-04-06 00:00:00,22,-65,31,-77,-51,-84
2020-04-07 00:00:00,22,-66,31,-76,-49,-84
2020-04-08 00:00:00,22,-65,31,-76,-49,-84
2020-04-09 00:00:00,22,-66,32,-76,-45,-84
2020-04-10 00:00:00,22,-67,34,-78,-40,-84
2020-04-11 00:00:00,22,-59,25,-80,-53,-88
2020-04-12 00:00:00,22,-65,25,-87,-94,-96
2020-04-13 00:00:00,22,-89,40,-87,-95,-95
2020-04-14 00:00:00,22,-62,29,-75,-46,-82
2020-04-15 00:00:00,22,-61,29,-73,-46,-81
2020-04-16 00:00:00,22,-60,30,-74,-45,-81
2020-04-17 00:00:00,22,-60,31,-74,-44,-81
2020-04-18 00:00:00,22,-55,23,-76,-51,-86
2020-04-19 00:00:00,22,-59,22,-81,-90,-93
2020-04-20 00:00:00,22,-57,27,-74,-49,-80
2020-04-21 00:00:00,22,-57,27,-70,-46,-78
2020-04-22 00:00:00,22,-56,26,-70,-45,-78
2020-04-23 00:00:00,22,-56,27,-70,-42,-77
2020-04-24 00:00:00,22,-55,27,-71,-29,-76
2020-04-25 00:00:00,22,-65,24,-79,-90,-91
2020-04-26 00:00:00,22,-56,21,-78,-88,-90
2020-04-27 00:00:00,22,-53,24,-69,-33,-73
2020-04-28 00:00:00,22,-53,24,-69,-39,-75
2020-04-29 00:00:00,22,-53,25,-68,-39,-75
2020-04-30 00:00:00,22,-53,25,-65,-25,-72
2020-05-01 00:00:00,22,-84,37,-73,-87,-88
2020-05-02 00:00:00,22,-48,19,-62,-35,-76
2020-05-03 00:00:00,22,-49,17,-58,-81,-82
2020-02-25 00:00:00,9,-1,1,-6,12,0
2020-02-26 00:00:00,9,-2,3,-15,-5,-11
2020-02-27 00:00:00,9,-1,3,-13,-7,-10
2020-02-28 00:00:00,9,0,1,-8,-1,-2
2020-02-29 00:00:00,9,1,1,-7,-2,-5
2020-03-01 00:00:00,9,-4,6,-30,-11,-22
2020-03-02 00:00:00,9,0,3,-14,-6,-11
2020-03-03 00:00:00,9,0,2,-14,-3,-7
2020-03-04 00:00:00,9,0,1,-11,1,-4
2020-03-05 00:00:00,9,-13,7,-26,-1,-14
2020-03-06 00:00:00,9,-14,7,-26,1,-13
2020-03-07 00:00:00,9,-14,6,-23,2,-18
2020-03-08 00:00:00,9,-8,5,-21,-3,-23
2020-03-09 00:00:00,9,-19,10,-38,-1,-28
2020-03-10 00:00:00,9,-27,15,-45,-4,-42
2020-03-11 00:00:00,9,-34,18,-52,-17,-51
2020-03-12 00:00:00,9,-44,25,-64,-24,-70
2020-03-13 00:00:00,9,-50,28,-66,-28,-74
2020-03-14 00:00:00,9,-57,25,-72,-45,-84
2020-03-15 00:00:00,9,-54,23,-78,-64,-90
2020-03-16 00:00:00,9,-53,26,-69,-37,-73
2020-03-17 00:00:00,9,-57,28,-71,-42,-76
2020-03-18 00:00:00,9,-57,29,-72,-44,-77
2020-03-19 00:00:00,9,-59,31,-74,-44,-78
2020-03-20 00:00:00,9,-59,32,-74,-42,-79
2020-03-21 00:00:00,9,-61,27,-78,-53,-86
2020-03-22 00:00:00,9,-61,25,-85,-84,-94
2020-03-23 00:00:00,9,-65,32,-77,-46,-78
2020-03-24 00:00:00,9,-66,33,-77,-48,-80
2020-03-25 00:00:00,9,-68,34,-79,-52,-82
2020-03-26 00:00:00,9,-71,37,-81,-53,-84
2020-03-27 00:00:00,9,-70,37,-80,-48,-82
2020-03-28 00:00:00,9,-65,28,-79,-55,-87
2020-03-29 00:00:00,9,-62,25,-85,-84,-94
2020-03-30 00:00:00,9,-67,32,-77,-47,-79
2020-03-31 00:00:00,9,-69,34,-76,-44,-90
2020-04-01 00:00:00,9,-68,34,-74,-41,-90
2020-04-02 00:00:00,9,-68,35,-74,-41,-89
2020-04-03 00:00:00,9,-68,35,-76,-40,-84
2020-04-04 00:00:00,9,-63,28,-77,-49,-89
2020-04-05 00:00:00,9,-61,25,-84,-81,-95
2020-04-06 00:00:00,9,-65,31,-74,-39,-81
2020-04-07 00:00:00,9,-66,32,-74,-40,-81
2020-04-08 00:00:00,9,-65,32,-74,-39,-81
2020-04-09 00:00:00,9,-66,33,-73,-33,-80
2020-04-10 00:00:00,9,-66,34,-73,-29,-80
2020-04-11 00:00:00,9,-62,27,-75,-44,-85
2020-04-12 00:00:00,9,-66,26,-87,-95,-96
2020-04-13 00:00:00,9,-91,41,-89,-95,-96
2020-04-14 00:00:00,9,-64,31,-73,-39,-79
2020-04-15 00:00:00,9,-63,32,-72,-39,-79
2020-04-16 00:00:00,9,-63,32,-72,-39,-78
2020-04-17 00:00:00,9,-62,33,-72,-37,-78
2020-04-18 00:00:00,9,-57,26,-74,-50,-84
2020-04-19 00:00:00,9,-56,24,-83,-81,-93
2020-04-20 00:00:00,9,-61,30,-76,-45,-78
2020-04-21 00:00:00,9,-61,31,-74,-42,-79
