DATA,CODICE_REGIONE,RICOVERATI_CON_SINTOMI,TERAPIA_INTENSIVA,TOTALE_OSPEDALIZZATI,ISOLAMENTO_DOMICILIARE,DIMESSI_GUARITI,DECEDUTI,TAMPONI
2020-02-27 00:00:00,13,1,0,1,0,0,0,33
2020-02-28 00:00:00,13,1,0,1,0,0,0,33
2020-02-29 00:00:00,13,2,0,2,0,0,0,43
2020-03-01 00:00:00,13,3,0,3,2,0,0,52
2020-03-02 00:00:00,13,3,0,3,2,0,0,52
2020-03-03 00:00:00,13,5,0,5,1,0,0,52
2020-03-04 00:00:00,13,7,0,7,0,0,0,85
2020-03-05 00:00:00,13,8,0,8,0,0,0,96
2020-03-06 00:00:00,13,9,0,9,0,0,0,96
2020-03-07 00:00:00,13,11,0,11,0,0,0,123
2020-03-08 00:00:00,13,14,0,14,3,0,0,163
2020-03-09 00:00:00,13,25,0,25,5,0,0,237
2020-03-10 00:00:00,13,17,9,26,11,0,1,310
2020-03-11 00:00:00,13,17,9,26,11,0,1,310
2020-03-12 00:00:00,13,47,12,59,19,4,2,867
2020-03-13 00:00:00,13,42,14,56,27,4,2,958
2020-03-14 00:00:00,13,51,14,65,41,4,2,1232
2020-03-15 00:00:00,13,72,28,100,28,6,3,1419
2020-03-16 00:00:00,13,71,37,108,57,7,4,1533
2020-03-17 00:00:00,13,94,32,126,90,7,6,1688
2020-03-18 00:00:00,13,99,41,140,109,7,7,2054
2020-03-19 00:00:00,13,181,47,228,138,8,11,2409
2020-03-20 00:00:00,13,190,48,238,184,10,17,2695
2020-03-21 00:00:00,13,185,44,229,265,13,22,3035
2020-03-22 00:00:00,13,218,49,267,272,15,33,3375
2020-03-23 00:00:00,13,228,52,280,325,20,38,3674
2020-03-24 00:00:00,13,234,57,291,331,21,46,4294
2020-03-25 00:00:00,13,248,59,307,431,23,52,4982
2020-03-26 00:00:00,13,280,64,344,516,23,63,5488
2020-03-27 00:00:00,13,289,71,360,565,24,68,6109
2020-03-28 00:00:00,13,311,70,381,646,30,76,7003
2020-03-29 00:00:00,13,329,68,397,772,36,88,7730
2020-03-30 00:00:00,13,322,69,391,778,74,102,7948
2020-03-31 00:00:00,13,335,73,408,783,95,115,8758
2020-04-01 00:00:00,13,342,71,413,798,102,123,9610
2020-04-02 00:00:00,13,341,75,416,835,113,133,10647
2020-04-03 00:00:00,13,361,76,437,864,116,146,11890
2020-04-04 00:00:00,13,354,71,425,931,119,153,12837
2020-04-05 00:00:00,13,347,67,414,1006,125,158,13598
2020-04-06 00:00:00,13,340,66,406,1019,127,169,14198
2020-04-07 00:00:00,13,337,67,404,1087,136,172,14904
2020-04-08 00:00:00,13,331,62,393,1141,146,179,15846
2020-04-09 00:00:00,13,306,57,363,1203,171,194,16847
2020-04-10 00:00:00,13,305,53,358,1277,181,198,18088
2020-04-11 00:00:00,13,315,54,369,1355,190,206,19441
2020-04-12 00:00:00,13,346,54,400,1342,206,212,20594
2020-04-13 00:00:00,13,351,54,405,1373,211,224,20667
2020-04-14 00:00:00,13,345,52,397,1403,213,232,20935
2020-04-15 00:00:00,13,341,44,385,1425,224,240,22500
2020-04-16 00:00:00,13,324,42,366,1484,253,243,23786
2020-04-17 00:00:00,13,319,43,362,1580,255,246,25436
2020-04-18 00:00:00,13,321,41,362,1609,263,253,27016
2020-04-19 00:00:00,13,317,40,357,1630,276,258,27791
2020-04-20 00:00:00,13,320,38,358,1704,287,263,27942
2020-04-21 00:00:00,13,318,35,353,1714,329,271,29906
2020-04-22 00:00:00,13,309,35,344,1764,349,276,30348
2020-04-23 00:00:00,13,322,31,353,1747,405,280,31187
2020-04-24 00:00:00,13,327,28,355,1724,438,286,32397
2020-04-25 00:00:00,13,323,26,349,1712,478,293,33624
2020-04-26 00:00:00,13,324,24,348,1720,496,295,33820
2020-04-27 00:00:00,13,328,23,351,1679,545,299,34176
2020-04-28 00:00:00,13,312,21,333,1657,599,310,35356
2020-04-29 00:00:00,13,309,19,328,1648,632,315,36614
2020-04-30 00:00:00,13,306,16,322,1593,695,320,37996
2020-05-01 00:00:00,13,297,16,313,1598,713,324,39385
2020-05-02 00:00:00,13,303,16,319,1560,758,327,39916
2020-05-03 00:00:00,13,300,16,316,1552,798,330,40699
2020-02-25 00:00:00,2,0,0,0,0,0,0,7
2020-02-26 00:00:00,2,0,0,0,0,0,0,7
2020-02-27 00:00:00,2,0,0,0,0,0,0,9
2020-02-28 00:00:00,2,0,0,0,0,0,0,9
2020-02-29 00:00:00,2,0,0,0,0,0,0,9
2020-03-01 00:00:00,2,0,0,0,0,0,0,10
2020-03-02 00:00:00,2,0,0,0,0,0,0,11
2020-03-03 00:00:00,2,0,0,0,0,0,0,12
2020-03-04 00:00:00,2,0,0,0,0,0,0,15
2020-03-05 00:00:00,2,0,0,0,2,0,0,21
2020-03-06 00:00:00,2,0,0,0,7,0,0,28
2020-03-07 00:00:00,2,1,0,1,7,0,0,32
2020-03-08 00:00:00,2,1,0,1,8,0,0,41
2020-03-09 00:00:00,2,4,0,4,11,0,0,67
2020-03-10 00:00:00,2,2,0,2,15,0,0,89
2020-03-11 00:00:00,2,2,0,2,17,0,1,99
2020-03-12 00:00:00,2,7,0,7,19,0,1,118
2020-03-13 00:00:00,2,6,0,6,21,0,1,189
2020-03-14 00:00:00,2,12,0,12,29,0,1,231
2020-03-15 00:00:00,2,10,3,13,43,0,1,230
2020-03-16 00:00:00,2,28,5,33,70,0,2,287
2020-03-17 00:00:00,2,35,6,41,93,0,2,398
2020-03-18 00:00:00,2,41,3,44,118,0,3,486
2020-03-19 00:00:00,2,47,9,56,153,0,6,608
2020-03-20 00:00:00,2,54,9,63,194,0,7,814
2020-03-21 00:00:00,2,62,15,77,227,1,8,884
2020-03-22 00:00:00,2,63,21,84,270,1,9,950
2020-03-23 00:00:00,2,69,20,89,290,2,12,1098
2020-03-24 00:00:00,2,71,20,91,288,2,19,1180
2020-03-25 00:00:00,2,70,25,95,280,2,24,1200
2020-03-26 00:00:00,2,73,24,97,281,2,28,1203
2020-03-27 00:00:00,2,91,24,115,298,2,37,1252
2020-03-28 00:00:00,2,90,26,116,352,2,41,1380
2020-03-29 00:00:00,2,90,26,116,423,2,43,1480
2020-03-30 00:00:00,2,92,26,118,400,16,50,1536
2020-03-31 00:00:00,2,91,26,117,435,20,56,1582
2020-04-01 00:00:00,2,85,27,112,428,32,59,1717
2020-04-02 00:00:00,2,85,25,110,446,49,63,1934
2020-04-03 00:00:00,2,85,25,110,450,89,70,2106
2020-04-04 00:00:00,2,63,23,86,474,106,82,2274
2020-04-05 00:00:00,2,96,23,119,457,115,91,2390
2020-04-06 00:00:00,2,109,21,130,437,142,96,2590
2020-04-07 00:00:00,2,118,17,135,458,142,100,2754
2020-04-08 00:00:00,2,120,20,140,466,142,102,2953
2020-04-09 00:00:00,2,118,18,136,473,154,105,3142
2020-04-10 00:00:00,2,131,16,147,455,170,107,3328
2020-04-11 00:00:00,2,118,17,135,455,205,107,3464
2020-04-12 00:00:00,2,109,16,125,463,221,112,3510
2020-04-13 00:00:00,2,109,15,124,458,230,115,3614
2020-04-14 00:00:00,2,112,14,126,433,270,118,3726
2020-04-15 00:00:00,2,112,11,123,425,289,121,3894
2020-04-16 00:00:00,2,105,12,117,401,331,122,4159
2020-04-17 00:00:00,2,108,9,117,374,379,123,4366
2020-04-18 00:00:00,2,107,10,117,432,400,124,4521
2020-04-19 00:00:00,2,102,10,112,450,401,125,4677
2020-04-20 00:00:00,2,102,8,110,438,413,127,4799
2020-04-21 00:00:00,2,99,8,107,415,445,126,4911
2020-04-22 00:00:00,2,92,8,100,401,467,127,5024
2020-04-23 00:00:00,2,91,9,100,363,506,127,5227
2020-04-24 00:00:00,2,88,7,95,259,617,129,5262
2020-04-25 00:00:00,2,83,6,89,224,657,130,5966
2020-04-26 00:00:00,2,82,7,89,165,721,131,6135
2020-04-27 00:00:00,2,86,7,93,142,743,133,6551
2020-04-28 00:00:00,2,81,5,86,123,775,135,6897
2020-04-29 00:00:00,2,78,5,83,52,852,137,7181
2020-04-30 00:00:00,2,76,4,80,9,902,137,7631
2020-05-01 00:00:00,2,72,3,75,17,904,137,7769
2020-05-02 00:00:00,2,70,3,73,25,901,137,7951
2020-05-03 00:00:00,2,74,2,76,33,895,138,8100
2020-02-25 00:00:00,16,0,0,0,0,0,0,0
2020-02-26 00:00:00,16,0,0,0,0,0,0,0
2020-02-27 00:00:00,16,1,0,1,0,0,0,0
2020-02-28 00:00:00,16,1,0,1,2,0,0,242
2020-02-29 00:00:00,16,1,0,1,2,0,0,252
2020-03-01 00:00:00,16,1,0,1,2,0,0,262
2020-03-02 00:00:00,16,2,0,2,2,0,0,278
2020-03-03 00:00:00,16,2,0,2,4,0,0,298
2020-03-04 00:00:00,16,4,0,4,3,1,1,322
2020-03-05 00:00:00,16,5,1,6,6,1,1,359
2020-03-06 00:00:00,16,5,1,6,9,1,1,395
2020-03-07 00:00:00,16,9,2,11,12,1,2,395
2020-03-08 00:00:00,16,17,3,20,16,1,3,627
2020-03-09 00:00:00,16,20,6,26,20,1,3,685
2020-03-10 00:00:00,16,28,6,34,21,1,3,747
2020-03-11 00:00:00,16,38,4,42,29,1,5,909
2020-03-12 00:00:00,16,58,2,60,38,1,5,1269
2020-03-13 00:00:00,16,77,2,79,42,3,5,1449
2020-03-14 00:00:00,16,91,6,97,59,2,8,1681
2020-03-15 00:00:00,16,116,6,122,90,2,16,2017
2020-03-16 00:00:00,16,116,6,122,90,2,16,2017
2020-03-17 00:00:00,16,155,14,169,151,2,18,3077
2020-03-18 00:00:00,16,156,30,186,176,2,19,3433
2020-03-19 00:00:00,16,173,31,204,245,4,25,4046
2020-03-20 00:00:00,16,191,31,222,329,4,26,4789
2020-03-21 00:00:00,16,209,33,242,400,4,29,5617
2020-03-22 00:00:00,16,252,37,289,459,7,31,6160
2020-03-23 00:00:00,16,285,45,330,532,7,37,6761
2020-03-24 00:00:00,16,317,57,374,566,21,44,7345
2020-03-25 00:00:00,16,349,64,413,610,22,48,8223
2020-03-26 00:00:00,16,480,76,556,539,22,65,9191
2020-03-27 00:00:00,16,530,82,612,624,29,69,10233
2020-03-28 00:00:00,16,563,98,661,697,29,71,11500
2020-03-29 00:00:00,16,559,99,658,774,31,86,12361
2020-03-30 00:00:00,16,590,106,696,889,36,91,13117
2020-03-31 00:00:00,16,609,105,714,940,39,110,14073
2020-04-01 00:00:00,16,637,107,744,1012,61,129,15209
2020-04-02 00:00:00,16,645,118,763,1101,69,144,16554
2020-04-03 00:00:00,16,648,123,771,1178,69,164,17924
2020-04-04 00:00:00,16,627,153,780,1193,94,173,18977
2020-04-05 00:00:00,16,574,159,733,1289,113,182,20080
2020-04-06 00:00:00,16,625,97,722,1393,134,195,22059
2020-04-07 00:00:00,16,615,93,708,1429,168,209,23149
2020-04-08 00:00:00,16,639,90,729,1509,177,219,24493
2020-04-09 00:00:00,16,630,86,716,1585,190,225,26088
2020-04-10 00:00:00,16,631,80,711,1625,235,238,27812
2020-04-11 00:00:00,16,627,73,700,1702,249,253,29463
2020-04-12 00:00:00,16,609,71,680,1772,277,260,30973
2020-04-13 00:00:00,16,600,71,671,1841,286,267,31922
2020-04-14 00:00:00,16,611,62,673,1879,288,278,33071
2020-04-15 00:00:00,16,592,73,665,1908,323,288,34518
2020-04-16 00:00:00,16,603,58,661,1964,334,299,36158
2020-04-17 00:00:00,16,590,62,652,2004,364,307,38278
2020-04-18 00:00:00,16,594,60,654,2040,401,314,40423
2020-04-19 00:00:00,16,590,60,650,2136,427,316,42598
2020-04-20 00:00:00,16,584,66,650,2160,431,326,44189
2020-04-16 00:00:00,20,109,24,133,732,214,85,12796
2020-04-17 00:00:00,20,113,23,136,736,220,86,13304
2020-04-18 00:00:00,20,112,23,135,746,231,86,14087
2020-04-19 00:00:00,20,117,22,139,725,265,86,14859
2020-04-20 00:00:00,20,115,21,136,718,288,86,15328
2020-04-21 00:00:00,20,112,21,133,704,306,93,15886
2020-04-22 00:00:00,20,97,20,117,716,318,96,16886
2020-04-23 00:00:00,20,90,20,110,707,339,98,17844
2020-04-24 00:00:00,20,95,19,114,690,351,102,19889
2020-04-25 00:00:00,20,96,18,114,680,374,103,20351
2020-04-26 00:00:00,20,95,20,115,668,388,109,21101
2020-04-27 00:00:00,20,97,19,116,660,398,109,21395
2020-04-28 00:00:00,20,96,18,114,658,404,109,22116
2020-04-29 00:00:00,20,87,17,104,657,413,116,23299
2020-04-30 00:00:00,20,87,16,103,641,435,116,24754
2020-05-01 00:00:00,20,84,12,96,648,452,117,26242
2020-05-02 00:00:00,20,86,13,99,631,466,119,26990
2020-05-03 00:00:00,20,92,10,102,587,511,119,27737
2020-02-25 00:00:00,19,1,0,1,2,0,0,5
2020-02-26 00:00:00,19,1,0,1,2,0,0,5
2020-02-27 00:00:00,19,1,0,1,1,2,0,5
2020-02-28 00:00:00,19,1,0,1,1,2,0,5
2020-02-29 00:00:00,19,1,0,1,1,2,0,6
2020-03-01 00:00:00,19,1,0,1,6,2,0,291
2020-03-02 00:00:00,19,2,0,2,3,2,0,307
2020-03-03 00:00:00,19,2,0,2,3,2,0,307
2020-03-04 00:00:00,19,5,0,5,11,2,0,367
2020-03-06 00:00:00,22,4,0,4,6,0,0,122
2020-03-07 00:00:00,22,6,1,7,7,0,0,194
2020-03-08 00:00:00,22,7,2,9,14,0,0,228
2020-03-09 00:00:00,22,10,2,12,21,0,0,267
2020-03-10 00:00:00,22,19,3,22,28,2,0,399
2020-03-11 00:00:00,22,28,4,32,42,3,0,527
2020-03-12 00:00:00,22,43,5,48,54,4,1,593
2020-03-13 00:00:00,22,58,6,64,93,4,2,846
2020-03-14 00:00:00,22,68,12,80,119,5,2,1006
2020-03-15 00:00:00,22,73,19,92,275,5,6,1006
2020-03-16 00:00:00,22,73,19,92,275,5,6,1006
2020-03-17 00:00:00,22,107,22,129,239,10,7,1727
2020-03-18 00:00:00,22,141,22,163,273,12,7,2187
2020-03-19 00:00:00,22,169,30,199,292,20,12,2203
2020-03-20 00:00:00,22,198,34,232,368,29,13,2656
2020-03-21 00:00:00,22,233,39,272,448,34,28,2656
2020-03-22 00:00:00,22,235,46,281,604,34,35,3050
2020-03-23 00:00:00,22,249,46,295,619,68,41,3150
2020-03-24 00:00:00,22,308,49,357,618,79,56,3712
2020-03-25 00:00:00,22,308,65,373,685,90,74,4114
2020-03-26 00:00:00,22,300,66,366,728,117,86,4600
2020-03-27 00:00:00,22,341,66,407,757,125,102,4923
2020-03-28 00:00:00,22,351,72,423,811,151,120,5561
2020-03-29 00:00:00,22,356,75,431,862,172,129,5950
2020-03-30 00:00:00,22,353,78,431,926,178,147,6377
2020-03-31 00:00:00,22,354,80,434,955,193,164,6973
2020-04-01 00:00:00,22,345,76,421,1062,214,173,7675
2020-04-02 00:00:00,22,339,78,417,1170,229,187,8496
2020-04-03 00:00:00,22,343,80,423,1236,246,204,8993
2020-04-04 00:00:00,22,353,81,434,1319,257,210,9863
2020-04-05 00:00:00,22,352,80,432,1363,273,217,10476
2020-04-06 00:00:00,22,354,79,433,1405,280,230,11130
2020-04-07 00:00:00,22,360,78,438,1452,342,244,12030
2020-04-08 00:00:00,22,354,77,431,1509,407,255,13258
2020-04-09 00:00:00,22,345,69,414,1564,462,268,14338
2020-04-10 00:00:00,22,335,70,405,1589,547,275,14981
2020-04-11 00:00:00,22,335,62,397,1667,622,284,16646
2020-04-12 00:00:00,22,322,61,383,1699,678,293,17797
2020-04-13 00:00:00,22,326,56,382,1698,746,300,18586
2020-04-14 00:00:00,22,325,54,379,1703,749,310,18774
2020-04-15 00:00:00,22,312,48,360,1744,798,318,19535
2020-04-16 00:00:00,22,296,43,339,1748,885,322,20773
2020-04-17 00:00:00,22,286,44,330,1660,1044,342,21921
2020-04-18 00:00:00,22,276,42,318,1667,1098,348,23147
2020-04-19 00:00:00,22,278,41,319,1652,1201,360,24388
2020-04-20 00:00:00,22,272,40,312,1617,1295,366,26211
2020-04-21 00:00:00,22,254,38,292,1617,1329,376,26610
2020-04-22 00:00:00,22,245,34,279,1595,1391,381,26674
2020-04-23 00:00:00,22,234,29,263,1608,1474,382,28240
2020-04-24 00:00:00,22,224,28,252,1575,1560,389,29779
2020-04-25 00:00:00,22,202,27,229,1515,1694,400,30661
2020-04-26 00:00:00,22,199,24,223,1459,1807,405,32142
2020-04-27 00:00:00,22,201,23,224,1483,1881,407,33152
2020-04-28 00:00:00,22,182,22,204,1361,2048,412,33839
2020-04-29 00:00:00,22,165,22,187,1276,2190,416,35008
2020-04-30 00:00:00,22,158,21,179,1191,2328,418,36534
2020-05-01 00:00:00,22,146,19,165,1128,2416,423,37838
2020-05-02 00:00:00,22,138,19,157,1125,2474,425,39579
2020-05-03 00:00:00,22,136,17,153,1094,2571,429,41095
2020-02-25 00:00:00,9,2,0,2,0,0,0,296
2020-02-26 00:00:00,9,2,0,2,0,0,0,363
2020-02-27 00:00:00,9,2,0,2,0,0,0,410
2020-02-28 00:00:00,9,5,0,5,2,1,0,437
2020-02-29 00:00:00,9,7,0,7,3,1,0,531
2020-03-01 00:00:00,9,7,0,7,5,1,0,572
2020-03-02 00:00:00,9,7,0,7,5,1,0,613
2020-03-03 00:00:00,9,10,0,10,8,1,0,697
2020-03-04 00:00:00,9,15,2,17,20,1,0,776
2020-03-05 00:00:00,9,26,3,29,31,1,0,776
2020-03-06 00:00:00,9,35,5,40,38,1,0,1097
2020-03-07 00:00:00,9,54,7,61,51,1,0,1331
2020-03-08 00:00:00,9,91,7,98,67,1,0,1618
2020-03-09 00:00:00,9,107,9,116,90,1,1,2018
2020-03-10 00:00:00,9,91,40,131,129,3,1,2573
2020-03-11 00:00:00,9,87,54,141,173,5,1,2804
2020-03-12 00:00:00,9,100,59,159,193,7,5,3165
2020-03-13 00:00:00,9,134,77,211,244,10,5,4049
2020-03-14 00:00:00,9,160,87,247,367,10,6,4595
2020-03-15 00:00:00,9,175,107,282,481,10,8,5132
2020-03-16 00:00:00,9,175,107,282,559,11,14,5910
2020-03-17 00:00:00,9,329,143,472,552,12,17,6727
2020-03-18 00:00:00,9,427,160,587,704,17,22,7606
2020-03-19 00:00:00,9,501,178,679,743,22,38,8873
2020-03-20 00:00:00,9,601,189,790,923,33,47,10405
2020-03-21 00:00:00,9,664,202,866,1039,35,72,11909
2020-03-22 00:00:00,9,706,215,921,1223,42,91,13264
2020-03-23 00:00:00,9,838,238,1076,1225,51,109,13851
2020-03-24 00:00:00,9,918,244,1162,1357,51,129,15701
2020-03-25 00:00:00,9,999,251,1250,1526,54,142,17868
2020-03-26 00:00:00,9,1037,259,1296,1677,95,158,20952
2020-03-27 00:00:00,9,1053,274,1327,1843,103,177,23746
2020-03-28 00:00:00,9,1093,277,1370,2141,108,198,25613
2020-03-29 00:00:00,9,1111,275,1386,2400,121,215,27579
2020-03-30 00:00:00,9,1116,279,1395,2655,131,231,30099
2020-03-31 00:00:00,9,1120,293,1413,2813,138,244,33165
2020-04-01 00:00:00,9,1120,297,1417,3015,182,253,36575
2020-04-02 00:00:00,9,1135,295,1430,3359,216,268,40724
2020-04-03 00:00:00,9,1149,288,1437,3472,300,290,44460
2020-04-04 00:00:00,9,1129,286,1415,3639,310,307,47886
2020-04-05 00:00:00,9,1111,276,1387,3798,337,325,51006
2020-04-06 00:00:00,9,1116,279,1395,3906,350,350,52849
2020-04-07 00:00:00,9,1087,263,1350,4077,377,369,56651
2020-04-08 00:00:00,9,1066,260,1326,4231,430,392,60985
2020-04-09 00:00:00,9,1038,256,1294,4409,441,408,65461
2020-04-10 00:00:00,9,1011,256,1267,4555,451,454,72001
2020-04-11 00:00:00,9,997,237,1234,4758,499,467,75756
2020-04-12 00:00:00,9,983,238,1221,4941,578,495,78640
2020-04-13 00:00:00,9,992,225,1217,5040,615,518,80889
2020-04-14 00:00:00,9,1002,225,1227,5125,637,538,82269
2020-04-15 00:00:00,9,977,216,1193,5224,693,556,86348
2020-04-16 00:00:00,9,940,213,1153,5460,745,585,91651
2020-04-17 00:00:00,9,898,207,1105,5478,925,602,96231
2020-04-18 00:00:00,9,883,198,1081,5389,1149,618,99903
2020-04-19 00:00:00,9,852,192,1044,5452,1239,637,103975
2020-04-20 00:00:00,9,850,182,1032,5536,1272,667,105857
2020-04-21 00:00:00,9,833,171,1004,5618,1295,686,109925
2020-04-22 00:00:00,9,820,174,994,5173,1828,705,114100
2020-04-23 00:00:00,9,791,168,959,5212,1886,723,118177
2020-04-24 00:00:00,9,738,159,897,5236,2002,742,121336
2020-04-25 00:00:00,9,687,166,853,5293,2109,760,125495
2020-04-26 00:00:00,9,677,158,835,5234,2300,778,127394
2020-04-27 00:00:00,9,671,154,825,5158,2401,795,129048
2020-04-28 00:00:00,9,619,144,763,5133,2524,811,133617
2020-04-29 00:00:00,9,576,139,715,4948,2802,827,137482
2020-04-30 00:00:00,9,546,126,672,4912,2926,842,141849
2020-05-01 00:00:00,9,520,124,644,4729,3218,854,146456
2020-05-02 00:00:00,9,519,118,637,4728,3297,863,148223
2020-05-03 00:00:00,9,513,112,625,4703,3363,872,150914
2020-02-25 00:00:00,10,0,0,0,0,0,0,8
2020-02-26 00:00:00,10,0,0,0,0,0,0,8
2020-02-27 00:00:00,10,0,0,0,0,0,0,8
2020-02-28 00:00:00,10,0,0,0,0,0,0,8
2020-02-29 00:00:00,10,0,0,0,0,0,0,31
2020-03-01 00:00:00,10,0,0,0,2,0,0,35
2020-03-02 00:00:00,10,0,0,0,2,0,0,35
2020-03-03 00:00:00,10,1,1,2,6,0,0,45
2020-03-04 00:00:00,10,1,1,2,7,0,0,58
2020-03-05 00:00:00,10,1,1,2,7,0,0,88
2020-03-06 00:00:00,10,2,2,4,12,0,0,110
2020-03-07 00:00:00,10,2,2,4,20,0,0,134
2020-03-08 00:00:00,10,2,2,4,22,0,0,168
2020-03-09 00:00:00,10,4,2,6,22,0,0,183
2020-03-10 00:00:00,10,8,2,10,27,0,0,260
2020-03-11 00:00:00,10,7,5,12,32,2,0,340
2020-03-12 00:00:00,10,8,8,16,46,2,0,458
2020-03-13 00:00:00,10,11,10,21,52,2,1,576
2020-03-14 00:00:00,10,21,11,32,71,3,1,748
2020-03-15 00:00:00,10,25,13,38,101,3,1,965
2020-03-16 00:00:00,10,30,15,45,114,4,1,1093
2020-03-17 00:00:00,10,36,21,57,135,4,1,1323
2020-03-18 00:00:00,10,54,21,75,166,4,2,1601
2020-03-19 00:00:00,10,69,21,90,238,4,2,1954
2020-03-20 00:00:00,10,75,24,99,285,4,7,2303
2020-03-21 00:00:00,10,92,29,121,326,5,10,2712
2020-03-22 00:00:00,10,97,35,132,368,5,16,3135
2020-03-23 00:00:00,10,106,42,148,408,5,16,3561
2020-03-24 00:00:00,10,105,43,148,476,5,19,4108
2020-03-25 00:00:00,10,123,44,167,519,5,19,4707
2020-03-26 00:00:00,10,144,46,190,580,12,20,5428
2020-03-27 00:00:00,10,149,46,195,629,39,21,6137
2020-03-28 00:00:00,10,159,44,203,695,43,28,7028
2020-03-29 00:00:00,10,166,46,212,685,95,31,7685
2020-03-30 00:00:00,10,173,47,220,614,184,33,8150
2020-03-31 00:00:00,10,176,43,219,632,190,37,8685
2020-04-01 00:00:00,10,173,45,218,646,194,37,9080
2020-04-02 00:00:00,10,171,47,218,667,205,38,9737
2020-04-03 00:00:00,10,165,48,213,707,220,39,10614
2020-04-04 00:00:00,10,167,44,211,716,242,41,11809
2020-04-05 00:00:00,10,159,45,204,694,298,43,12448
2020-04-06 00:00:00,10,159,46,205,667,337,44,12573
2020-04-07 00:00:00,10,157,41,198,648,368,49,13274
2020-04-08 00:00:00,10,155,41,196,627,416,50,14105
2020-04-09 00:00:00,10,154,38,192,600,455,51,15170
2020-04-10 00:00:00,10,146,39,185,567,498,52,16325
2020-04-11 00:00:00,10,137,39,176,547,534,52,17661
2020-04-12 00:00:00,10,129,39,168,519,580,52,18672
2020-04-13 00:00:00,10,127,38,165,460,643,52,18740
2020-04-14 00:00:00,10,127,37,164,458,646,53,18956
2020-04-15 00:00:00,10,122,37,159,423,686,54,20258
2020-04-16 00:00:00,10,116,33,149,387,738,55,21487
2020-04-17 00:00:00,10,111,31,142,352,786,57,22818
2020-04-18 00:00:00,10,109,32,141,290,856,57,24106
2020-04-19 00:00:00,10,108,30,138,298,854,58,25170
2020-04-20 00:00:00,10,113,29,142,282,867,58,25562
2020-04-21 00:00:00,10,107,22,129,278,886,60,26639
2020-04-22 00:00:00,10,97,20,117,254,925,61,27655
2020-04-23 00:00:00,10,100,19,119,236,946,61,29011
2020-04-24 00:00:00,10,94,19,113,209,979,62,30524
2020-04-25 00:00:00,10,95,18,113,184,1006,63,31939
2020-04-26 00:00:00,10,91,17,108,188,1008,64,32569
2020-04-27 00:00:00,10,90,16,106,181,1018,65,32823
2020-04-28 00:00:00,10,80,17,97,178,1039,65,33881
2020-04-29 00:00:00,10,77,16,93,168,1064,66,34937
2020-04-30 00:00:00,10,68,16,84,149,1092,67,36459
2020-05-01 00:00:00,10,60,13,73,131,1121,68,37762
2020-05-02 00:00:00,10,60,13,73,123,1130,68,38072
2020-05-03 00:00:00,10,58,13,71,112,1143,68,38823
2020-02-25 00:00:00,5,12,7,19,23,0,1,3780
2020-02-26 00:00:00,5,16,8,24,45,0,2,4900
2020-02-27 00:00:00,5,19,8,27,82,0,2,6164
2020-02-28 00:00:00,5,24,9,33,116,0,2,7414
2020-02-29 00:00:00,5,24,11,35,154,0,2,8659
2020-03-01 00:00:00,5,51,13,64,197,0,2,9056
2020-03-02 00:00:00,5,53,14,67,204,0,2,9782
2020-03-03 00:00:00,5,49,19,68,229,7,3,10176
2020-03-04 00:00:00,5,76,23,99,246,9,6,10515
2020-03-05 00:00:00,5,92,24,116,264,17,10,11949
2020-03-06 00:00:00,5,117,27,144,310,22,12,13023
2020-03-07 00:00:00,5,123,41,164,341,25,13,14429
2020-03-08 00:00:00,5,146,47,193,430,29,18,15918
2020-03-09 00:00:00,5,186,51,237,457,30,20,15956
2020-03-10 00:00:00,5,204,67,271,512,47,26,16643
2020-03-11 00:00:00,5,262,68,330,610,54,29,21400
2020-03-12 00:00:00,5,360,85,445,852,55,32,23438
2020-03-13 00:00:00,5,366,107,473,980,100,42,25691
2020-03-14 00:00:00,5,366,119,485,1290,107,55,26980
2020-03-15 00:00:00,5,426,129,555,1434,120,63,32546
2020-03-16 00:00:00,5,498,156,654,1620,130,69,35052
2020-03-17 00:00:00,5,548,171,719,1769,136,80,35478
2020-03-18 00:00:00,5,646,195,841,2112,167,94,40841
2020-03-19 00:00:00,5,771,209,980,2189,200,115,44658
2020-03-20 00:00:00,5,843,236,1079,2598,223,131,49288
2020-03-21 00:00:00,5,942,249,1191,3023,257,146,53642
2020-03-22 00:00:00,5,1113,255,1368,3276,309,169,57671
2020-03-23 00:00:00,5,1206,281,1487,3499,327,192,61115
2020-03-24 00:00:00,5,1318,304,1622,3729,381,216,66178
2020-03-25 00:00:00,5,1407,316,1723,4022,439,258,70877
2020-03-26 00:00:00,5,1447,326,1773,4367,508,287,79759
2020-03-27 00:00:00,5,1536,338,1874,4774,536,313,83627
2020-03-28 00:00:00,5,1559,344,1903,5010,655,362,89380
2020-03-29 00:00:00,5,1586,355,1941,5310,715,392,94784
2020-03-30 00:00:00,5,1633,356,1989,5575,747,413,99941
2020-03-31 00:00:00,5,1680,356,2036,5814,828,477,106238
2020-04-01 00:00:00,5,1718,350,2068,6156,902,499,112746
2020-04-02 00:00:00,5,1670,345,2015,6563,1001,532,120320
2020-04-03 00:00:00,5,1714,335,2049,6812,1031,572,126490
2020-04-04 00:00:00,5,1691,324,2015,7078,1124,607,133289
2020-04-05 00:00:00,5,1674,329,2003,7406,1186,631,140910
